,Seller,PriceNumeric,MakeYear,RootName,Color,Fuel,GearBox,CityName,OwnerTypeId,BodyStyleId,enc_seller,enc_gearBox,enc_fuel,enc_color_silver,enc_color_white,enc_color_grey,enc_color_gold,enc_color_black,enc_color_blue,enc_color_other,enc_city_new_delhi,enc_city_mumbai,enc_city_bangalore,enc_city_hyderabad,enc_city_chennai,enc_city_pune,enc_city_ahmedabad,enc_city_other,enc_name_innova,enc_name_fortuner,enc_name_corolla_altis,enc_name_etios,enc_name_etios_liva,enc_name_etios_corolla,enc_name_other,km_type
1056,Individual,500000,2008,Corolla Altis,,Petrol,Manual,Chandigarh,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1057,Individual,620000,2010,Innova,Grey Mica Metallic,Diesel,Manual,Chandigarh,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1058,Individual,365000,2012,Etios,Serene Bluish Silver,Diesel,Manual,Chandigarh,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1059,Individual,850000,2011,Innova,Champagne Mica Metallic,Diesel,Manual,Chandigarh,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1060,Individual,410000,2012,Etios,Serene Bluish Silver,Diesel,Manual,Chandigarh,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1061,Individual,1500000,2009,Fortuner,Grey Mica Metallic,Diesel,Manual,Chandigarh,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1062,Individual,2500000,2014,Fortuner,Super White,Diesel,Manual,Chandigarh,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1063,Individual,1000000,2013,Innova,Gray,Petrol,Manual,Chandigarh,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1064,Dealer,650000,2014,Etios,White,Diesel,Manual,Nagpur,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
1065,Dealer,290000,2011,Etios Liva,White,Petrol,Manual,Nagpur,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
1066,Dealer,325000,2011,Etios,White,Petrol,Manual,Nagpur,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
1067,Dealer,1300000,2010,Fortuner,Silver,Diesel,Manual,Nagpur,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1068,Dealer,375000,2010,Corolla Altis,Blue,Petrol,Manual,Nagpur,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
1069,Dealer,759000,2010,Innova,Silver,Diesel,Manual,Nagpur,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1070,Dealer,350000,2004,Qualis,Black,Diesel,Manual,Nagpur,2,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1071,Dealer,1100000,2013,Innova,Beige,Diesel,Manual,Nagpur,2,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1072,Dealer,600000,2010,Corolla Altis,Silver,Petrol,Manual,Nagpur,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
1073,Dealer,475000,2012,Etios,Silver,Diesel,Manual,Nagpur,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
1074,Dealer,1150000,2009,Fortuner,Black,Diesel,Manual,Nagpur,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1075,Dealer,1250000,2013,Innova,Silver,Diesel,Manual,Nagpur,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1076,Dealer,1350000,2011,Fortuner,White,Diesel,Manual,Nagpur,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1077,Individual,2000000,2014,Fortuner,,Diesel,Manual,Nagpur,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
1078,Individual,400000,2008,Corolla Altis,,Petrol,Manual,Nagpur,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
1079,Individual,400000,2006,Camry,Golden,Petrol,Manual,Nagpur,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
1080,Individual,1200001,2013,Innova,Silver Mica Metalic,Diesel,Manual,Nagpur,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
1081,Individual,600000,2011,Corolla Altis,Silver Mica Metallic,Diesel,Manual,Nagpur,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
1082,Individual,1350000,2014,Innova,,Diesel,Manual,Nagpur,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
1083,Individual,1150000,2012,Innova,Silver,Diesel,Manual,Nagpur,1,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1084,Individual,1150000,2012,Innova,Silver,Diesel,Manual,Nagpur,1,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1085,Dealer,680000,2015,Etios Liva,White,Diesel,Manual,Kochi,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
1086,Dealer,450000,2006,Innova,Black,Diesel,Manual,Kochi,2,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1087,Dealer,1300000,2013,Innova,Grey,Diesel,Manual,Kochi,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1088,Individual,550000,2011,Etios,Serene Bluish Silver,Petrol,Manual,Kochi,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
1089,Individual,925000,2011,Innova,Silver Mica Metallic,Diesel,Manual,Kochi,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1090,Individual,500000,2013,Etios,Grey Metallic,Petrol,Manual,Kochi,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
1091,Individual,1150000,2011,Innova,Light Green,Diesel,Manual,Kochi,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1092,Individual,750000,2016,Etios,White,Petrol,Manual,Kochi,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
1093,Individual,800000,2015,Etios,Classic Grey,Diesel,Manual,Kochi,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
1094,Individual,410000,2011,Etios,Symphony Silver,Petrol,Manual,Kochi,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
1095,Individual,250000,2006,Corolla,,Petrol,Automatic,Kochi,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
1096,Individual,1300000,2014,Innova,,Diesel,Manual,Kochi,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
1097,Individual,950000,2010,Innova,Grey Mica Metallic,Petrol,Manual,Kochi,2,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
1098,Individual,1050000,2011,Innova,,Diesel,Manual,Kochi,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
1099,Individual,550000,2012,Innova,,Diesel,Manual,Kochi,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1100,Individual,995000,2011,Innova,Dark Red Mica Metallic,Diesel,Manual,Kochi,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1101,Individual,590000,2012,Etios,White,Diesel,Manual,Kochi,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1102,Individual,750000,2008,Innova,,Diesel,Manual,Kochi,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1103,Individual,700000,2008,Innova,Silver Metallic,Diesel,Manual,Kochi,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1104,Dealer,1700000,2012,Fortuner,White,Diesel,Manual,Raipur,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
1105,Dealer,1075000,2013,Innova,Grey,Diesel,Manual,Raipur,2,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1106,Dealer,250000,2010,Etios,Silver,Petrol,Manual,Raipur,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
1107,Dealer,1075000,2013,Innova,Grey,Diesel,Manual,Raipur,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1108,Dealer,550000,2011,Corolla Altis,White,Petrol,Manual,Raipur,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
1109,Dealer,1150000,2013,Innova,Beige,Diesel,Manual,Raipur,1,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
1110,Dealer,380000,2007,Innova,Gold,Petrol,Manual,Raipur,2,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1111,Dealer,875000,2012,Innova,White,Petrol,Manual,Raipur,1,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1112,Dealer,385000,2009,Corolla Altis,Silver,Petrol,Manual,Raipur,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
1113,Dealer,650000,2009,Innova,Silver,Petrol,Manual,Raipur,2,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1114,Dealer,490000,2010,Corolla Altis,Silver,Diesel,Manual,Raipur,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
1115,Dealer,1390000,2012,Fortuner,White,Diesel,Manual,Raipur,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1116,Dealer,799000,2011,Innova,Silver,Diesel,Manual,Raipur,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1117,Individual,320000,2011,Etios,Symphony Silver,Petrol,Manual,Raipur,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
1118,Individual,400000,2009,Corolla Altis,Silver Mica Metallic,Petrol,Manual,Raipur,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
1119,Individual,1000000,2012,Innova,White,Diesel,Manual,Raipur,1,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1120,Individual,850000,2010,Innova,,Diesel,Manual,Raipur,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1121,Individual,380000,2006,Innova,,Diesel,Manual,Raipur,3,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1122,Dealer,375000,2003,Qualis,Green,Petrol,Manual,Allahabad,1,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
1123,Dealer,1850000,2014,Fortuner,Black,Diesel,Manual,Allahabad,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
1124,Dealer,825000,2011,Innova,White,Diesel,Manual,Allahabad,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1125,Dealer,2250000,2015,Fortuner,Black,Diesel,Manual,Allahabad,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
1126,Dealer,585000,2007,Innova,Silver,Diesel,Manual,Allahabad,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1127,Dealer,1720000,2013,Fortuner,White,Diesel,Manual,Allahabad,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
1128,Dealer,1775000,2014,Fortuner,White,Diesel,Manual,Allahabad,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
1129,Dealer,2350000,2015,Fortuner,White,Diesel,Manual,Allahabad,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
1130,Dealer,2150000,2015,Fortuner,White,Diesel,Manual,Allahabad,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
1131,Dealer,1270000,2011,Fortuner,White,Diesel,Manual,Allahabad,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1132,Dealer,750000,2011,Innova,Red,Diesel,Manual,Allahabad,1,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1133,Dealer,1700000,2013,Fortuner,White,Diesel,Manual,Allahabad,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1134,Dealer,1270000,2011,Fortuner,Silver,Diesel,Manual,Allahabad,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1135,Dealer,625000,2008,Innova,Gold,Diesel,Manual,Allahabad,1,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1136,Dealer,1900000,2014,Fortuner,Black,Diesel,Manual,Allahabad,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
1137,Dealer,2200000,2015,Fortuner,White,Diesel,Manual,Allahabad,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
1138,Dealer,1150000,2011,Fortuner,Silver,Diesel,Manual,Allahabad,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1139,Individual,300000,2004,Qualis,Gold,Diesel,Manual,Allahabad,1,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
1140,Dealer,1060000,2013,Innova,Silver,Diesel,Manual,Jalandhar,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
1141,Dealer,1450000,2011,Fortuner,White,Diesel,Manual,Jalandhar,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1142,Dealer,1165000,2013,Innova,Grey,Diesel,Manual,Jalandhar,2,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
1143,Dealer,725000,2015,Etios,White,Diesel,Manual,Jalandhar,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
1144,Dealer,580000,2014,Etios,White,Diesel,Manual,Jalandhar,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
1145,Dealer,445000,2014,Etios Liva,White,Diesel,Manual,Jalandhar,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
1146,Dealer,530000,2014,Etios Liva,Silver,Diesel,Manual,Jalandhar,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
1147,Dealer,735000,2009,Innova,Grey,Diesel,Manual,Jalandhar,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1148,Dealer,780000,2012,Innova,White,Diesel,Manual,Jalandhar,3,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
1149,Dealer,955000,2013,Innova,White,Diesel,Manual,Jalandhar,2,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1150,Dealer,810000,2011,Innova,White,Diesel,Manual,Jalandhar,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1151,Dealer,460000,2013,Etios Liva,White,Diesel,Manual,Jalandhar,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
1152,Dealer,1190000,2014,Innova,Gold,Diesel,Manual,Jalandhar,1,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1153,Individual,2000000,2013,Fortuner,Pearl White,Diesel,Automatic,Jalandhar,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
1154,Individual,700000,2010,Innova,,Diesel,Manual,Jalandhar,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1155,Dealer,1555000,2012,Fortuner,Grey,Diesel,Manual,Jalandhar,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1156,Dealer,165000,2012,Fortuner,Grey,Diesel,Manual,Jalandhar,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1157,Individual,400000,2006,Innova,Silver Metallic,Diesel,Manual,Jalandhar,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1158,Dealer,1125000,2014,Innova,Grey,Diesel,Manual,Faridabad,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1159,Dealer,970000,2013,Innova,Gold,Diesel,Manual,Faridabad,1,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1160,Dealer,1900000,2014,Fortuner,White,Diesel,Manual,Faridabad,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1161,Dealer,475000,2010,Innova,White,Diesel,Manual,Faridabad,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1162,Dealer,325000,2012,Etios,Blue,Petrol,Manual,Faridabad,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
1163,Dealer,390000,2009,Corolla Altis,Gold,Petrol,Manual,Faridabad,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
1164,Dealer,1100000,2015,Innova,Gold,Diesel,Manual,Faridabad,1,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1165,Dealer,590000,2011,Corolla Altis,Silver,Petrol,Automatic,Faridabad,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
1166,Dealer,2100000,2014,Fortuner,White,Diesel,Manual,Faridabad,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
1167,Dealer,1090000,2010,Fortuner,Black,Diesel,Manual,Faridabad,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1168,Dealer,1200000,2010,Fortuner,White,Diesel,Manual,Faridabad,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1169,Dealer,625000,2011,Innova,Maroon,Diesel,Manual,Faridabad,1,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1170,Individual,290000,2011,Etios,Serene Bluish Silver,Petrol,Manual,Faridabad,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
1171,Individual,475000,2012,Etios,Serene Bluish Silver,Diesel,Manual,Faridabad,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
1172,Dealer,360000,2012,Etios,Silver,Diesel,Manual,Faridabad,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
1173,Individual,350000,2013,Etios,,Petrol,Manual,Faridabad,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
1174,Individual,1100000,2013,Innova,Grey,Diesel,Manual,Faridabad,1,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
1175,Individual,1400000,2009,Fortuner,,Diesel,Manual,Faridabad,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1176,Dealer,1250000,2015,Innova,Silver,Diesel,Manual,Vadodara,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
1177,Dealer,325000,2010,Corolla,White,Petrol,Automatic,Vadodara,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
1178,Dealer,375000,2011,Etios,White,Petrol,Manual,Vadodara,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
1179,Dealer,811000,2013,Innova,Grey,Diesel,Manual,Vadodara,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1180,Dealer,225000,2004,Qualis,White,Diesel,Manual,Vadodara,2,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
1181,Dealer,600000,2008,Innova,Silver,Petrol,Manual,Vadodara,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1182,Individual,1250000,2015,Innova,,Diesel,Manual,Vadodara,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
1183,Individual,1200000,2015,Innova,,Diesel,Manual,Vadodara,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
1184,Individual,1000000,2010,Fortuner,Silver,Diesel,Manual,Vadodara,1,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1185,Individual,1800000,2013,Fortuner,,Diesel,Automatic,Vadodara,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1186,Individual,2000000,2017,Innova,,Diesel,Manual,Vadodara,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
1187,Individual,1450000,2011,Innova,,Diesel,Manual,Vadodara,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
1188,Individual,2300000,2015,Fortuner,Super White,Diesel,Manual,Vadodara,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
1189,Individual,850000,2009,Innova,,Diesel,Manual,Vadodara,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1190,Individual,450000,2008,Corolla Altis,Light Blue Metallic,Petrol,Manual,Vadodara,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1191,Individual,275000,2011,Etios Liva,Symphony Silver,Diesel,Manual,Vadodara,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1192,Individual,815000,2009,Innova,,Diesel,Manual,Vadodara,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1193,Dealer,1401000,2012,Fortuner,Grey,Diesel,Automatic,Agra,1,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
1194,Dealer,2400000,2015,Fortuner,White,Diesel,Automatic,Agra,1,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
1195,Dealer,350000,2008,Innova,Silver,Petrol,Manual,Agra,2,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1196,Dealer,1400000,2012,Fortuner,White,Diesel,Manual,Agra,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1197,Dealer,2150000,2014,Fortuner,White,Diesel,Manual,Agra,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
1198,Dealer,375000,2009,Corolla Altis,Silver,Petrol,Manual,Agra,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1199,Dealer,2450000,2014,Fortuner,White,Diesel,Manual,Agra,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
1200,Dealer,1100000,2014,Innova,Silver,Diesel,Manual,Agra,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
1201,Dealer,860000,2012,Innova,White,Diesel,Manual,Agra,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
