,ProfileId,CarName,PriceNumeric,KmNumeric,MakeYear,Color,CityName,OwnerTypeId
1878,D1469104,Toyota Etios V,351000,48000,2011,Silver,Mumbai,1
1879,D1467083,Toyota Corolla H4 1.8G,235000,68820,2007,Silver,Mumbai,2
1880,D1470885,Toyota Corolla Altis 1.8 J,495000,69000,2011,Silver,Mumbai,1
1881,D1485370,Toyota Innova 2.5 V 7 STR,795000,91000,2009,Silver,Mumbai,1
1882,D1469210,Toyota Innova 2.5 EV PS 7 STR BS-IV,775000,85000,2011,Silver,Mumbai,2
1883,D1480101,Toyota Fortuner 3.0 4x2 AT,2150000,63000,2014,Silver,Mumbai,1
1884,D1484416,Toyota Fortuner 3.0 4x4 MT,1150000,82633,2010,Silver,Mumbai,1
1885,D1463334,Toyota Innova 2.5 G 7 STR BS-IV,725000,114000,2011,Silver,Mumbai,2
1886,D1480743,Toyota Qualis FS F3,155000,182110,2003,Silver,Mumbai,2
1887,D1473704,Toyota Qualis FS F3,285000,205000,2004,Silver,Mumbai,1
1888,D1456099,Toyota Innova 2.5 G4 8 STR,950000,90000,2012,Silver,Mumbai,1
1889,D1468055,Toyota Corolla Altis 1.8 VL AT,375500,125490,2009,Silver,Mumbai,2
1890,D1481092,Toyota Innova 2.5 V 8 STR,625000,250000,2008,Silver,Mumbai,1
1891,D1462353,Toyota Innova 2.5 V 8 STR,1500000,31000,2015,Silver,Mumbai,1
1892,D1428989,Toyota Etios V,350000,53000,2011,Silver,Mumbai,1
1893,D1483362,Toyota Innova 2.5 V 7 STR,1425000,28000,2014,Silver,Mumbai,1
1894,D1450269,Toyota Innova 2.5 G 7 STR BS-IV,525000,75000,2008,Silver,Mumbai,1
1895,D1461278,Toyota Innova 2.5 G 7 STR BS-IV,1245000,48000,2014,Silver,Mumbai,1
1896,D1486633,Toyota Qualis FS F3,125000,98000,2000,Silver,Mumbai,1
1897,D1473727,Toyota Corolla Altis 1.8 VL AT,485000,85000,2011,Silver,Mumbai,1
1898,D1477897,Toyota Innova 2.5 V 8 STR,850000,79000,2011,Silver,Mumbai,1
1899,D1484707,Toyota Innova 2.5 V 7 STR,925000,167000,2012,Silver,Mumbai,1
1900,D1428538,Toyota Innova 2.5 EV PS 8 STR,625000,144085,2009,Silver,Mumbai,1
1901,D1453675,Toyota Corolla Altis 1.8 G,380000,91139,2010,Silver,Mumbai,1
1902,D1486933,Toyota Qualis FS F3,260000,205000,2004,Silver,Mumbai,1
1903,D1487994,Toyota Innova 2.0 V,600000,150000,2007,Silver,Mumbai,1
1904,S806770,Toyota Land Cruiser Prado TX,700000,170000,1999,Silver,Mumbai,1
1905,S976502,Toyota Innova 2.5 VX 7 STR BS-IV,900000,62000,2011,Silver Mica,Mumbai,2
1906,S962672,Toyota Etios Liva G,550000,13600,2015,Silver,Mumbai,2
1907,S994056,Toyota Etios Liva G,250000,29936,2011,Symphony Silver,Mumbai,1
1908,S977244,Toyota Corolla Altis 1.8 VL AT,375000,63000,2008,Silver,Mumbai,2
1909,D1470174,Toyota Innova 2.5 V 7 STR,425000,229000,2006,Silver,Mumbai,1
1910,S997182,Toyota Etios Liva LE Petrol,529999,3500,2016,Symphony Silver,Mumbai,1
1911,S988797,Toyota Etios G,320000,40000,2011,Symphony Silver,Mumbai,2
1912,S972444,Toyota Etios GD,600000,35000,2016,Silver,Mumbai,1
1913,S991176,Toyota Innova 2.5 VX 8 STR BS-IV,900000,43500,2011,Silver Mica,Mumbai,2
1914,S971943,Toyota Etios G,350000,60000,2011,Silver,Mumbai,1
1915,S985832,Toyota Camry V4 MT,300000,87000,2005,Silver,Mumbai,2
1916,S985722,Toyota Innova 2.0 G4,400000,100000,2006,Silver Metallic,Mumbai,3
1917,S976633,Toyota Corolla Altis G Diesel,700000,96710,2012,Silver Mica Metallic,Mumbai,1
1918,S986358,Toyota Innova 2.5 V 7 STR,650000,110000,2009,Silver Metallic,Mumbai,3
1919,S984922,Toyota Innova 2.5 V 7 STR,600000,131304,2007,Silver Metallic,Mumbai,1
1920,S989711,Toyota Fortuner 3.0 MT,1075000,136000,2009,Silver Mica Metallic,Mumbai,1
1921,S962768,Toyota Innova 2.0 G2,600000,180000,2005,Silver,Mumbai,1
1922,S978616,Toyota Innova 2.5 G4 8 STR,450000,200000,2006,Silver Metallic,Mumbai,1
1923,S996521,Toyota Innova 2.0 G1,600000,225200,2008,Silver Metallic,Mumbai,2
1924,D1455897,Toyota Etios GD,500000,58000,2011,White,Mumbai,1
1925,D1473736,Toyota Corolla Altis 1.8 G,1075000,48552,2014,White,Mumbai,1
1926,D1473728,Toyota Corolla Altis 1.8 G,521001,77331,2011,White,Mumbai,1
1927,D1463006,Toyota Corolla Altis 1.8 G,425000,65000,2009,White,Mumbai,1
1928,D1469264,Toyota Corolla Altis 1.8 G,425000,88000,2010,White,Mumbai,1
1929,D1453905,Toyota Corolla Altis G Diesel,810000,79000,2012,White,Mumbai,1
1930,D1488070,Toyota Fortuner 3.0 4x2 AT,2695000,23353,2015,White,Mumbai,1
1931,D1469165,Toyota Land Cruiser Prado VX,2000000,80000,2007,White,Mumbai,1
1932,D1469007,Toyota Corolla Altis 1.8 VL AT,450000,156000,2010,White,Mumbai,1
1933,D1406523,Toyota Ventury 2.7 Petrol,2700000,40000,2008,White,Mumbai,2
1934,D1448288,Toyota Land Cruiser LC 200 VX,8700000,26000,2012,White,Mumbai,2
1935,D1476182,Toyota Corolla Altis GL Petrol,1225000,15800,2014,White,Mumbai,1
1936,D1485371,Toyota Corolla Altis 1.8 G CNG,345000,57000,2010,White,Mumbai,2
1937,D1486831,Toyota Corolla Altis 1.8 G,450000,45728,2010,White,Mumbai,1
1938,D1485905,Toyota Etios V,280000,63000,2011,White,Mumbai,2
1939,D1485916,Toyota Corolla Altis VL AT Petrol,1575000,24000,2015,White,Mumbai,1
1940,D1462413,Toyota Corolla H1 1.8J,191000,67000,2006,White,Mumbai,1
1941,D1472374,Toyota Corolla Altis 1.8 G CNG,415000,65900,2009,White,Mumbai,1
1942,D1486583,Toyota Fortuner 3.0 4x2 AT,2075000,56000,2014,White,Mumbai,1
1943,D1472211,Toyota Corolla H2 1.8E,251000,51000,2006,White,Mumbai,1
1944,D1484852,Toyota Corolla Altis 1.8 G,375000,55000,2009,White,Mumbai,1
1945,D1481774,Toyota Corolla Altis 1.8 VL AT,425000,51000,2009,White,Mumbai,2
1946,D1482074,Toyota Corolla Altis G,1599999,24000,2016,White,Mumbai,1
1947,D1486683,Toyota Corolla Altis 1.8 J,575000,42500,2012,White,Mumbai,1
1948,D1464233,Toyota Corolla H2 1.8E,200000,71000,2004,White,Mumbai,1
1949,D1481300,Toyota Corolla H3 1.8G,425000,67000,2009,White,Mumbai,1
1950,D1480048,Toyota Innova 2.5 G4 7 STR,850000,49000,2012,White,Mumbai,1
1951,D1455090,Toyota Fortuner 3.0 4x2 AT,2695000,23148,2015,White,Mumbai,1
1952,D1487489,Toyota Innova 2.5 G4 8 STR,911000,75000,2012,White,Mumbai,1
1953,D1487404,Toyota Fortuner 3.0 4x2 AT,2100000,72471,2013,White,Mumbai,1
1954,D1480382,Toyota Fortuner 3.0 MT,1175000,115000,2011,White,Mumbai,2
1955,D1471598,Toyota Fortuner 3.0 MT,1365000,118000,2011,White,Mumbai,2
1956,D1485134,Toyota Corolla Altis VL AT Petrol,1795000,14848,2016,White,Mumbai,1
1957,D1482163,Toyota Etios G,350000,61000,2012,White,Mumbai,1
1958,D1476409,Toyota Corolla Altis VL AT Petrol,1475000,28000,2015,White,Mumbai,1
1959,D1475980,Toyota Innova 2.5 GX 7 STR BS-IV,1050000,86000,2013,White,Mumbai,1
1960,D1446680,Toyota Etios V,350000,30000,2011,White,Mumbai,1
1961,D1481263,Toyota Etios V,325000,52000,2011,White,Mumbai,1
1962,D1470167,Toyota Etios V,395000,41000,2012,White,Mumbai,1
1963,D1460956,Toyota Corolla Altis 1.8 GL,499000,63000,2011,White,Mumbai,1
1964,D1486268,Toyota Etios GD,450000,57249,2013,White,Mumbai,1
1965,D1467666,Toyota Innova 2.5 G4 8 STR,899999,73000,2013,White,Mumbai,2
1966,D1331731,Toyota Corolla Altis 1.8 J,369991,75786,2009,White,Mumbai,1
1967,D1472854,Toyota Corolla AE,155000,61000,2004,White,Mumbai,1
1968,D1326186,Toyota Innova 2.5 G4 7 STR,850000,104255,2011,White,Mumbai,1
1969,D1469431,Toyota Innova 2.5 G 8 STR BS-IV,1195001,47177,2014,White,Mumbai,1
1970,D1474928,Toyota Corolla Altis GL Petrol,1195000,21500,2014,White,Mumbai,1
1971,D1457557,Toyota Etios G,375000,60384,2013,White,Mumbai,1
1972,D1469634,Toyota Corolla H4 1.8G,160000,57833,2003,White,Mumbai,1
1973,D1458630,Toyota Innova 2.5 V 8 STR,1550000,15000,2015,White,Mumbai,2
1974,D1485192,Toyota Etios Liva G,250000,61930,2011,White,Mumbai,1
1975,D1477402,Toyota Corolla Altis 1.8 G,345000,59000,2008,White,Mumbai,1
1976,D1480850,Toyota Corolla Altis 1.8 VL AT,690000,67996,2011,White,Mumbai,1
1977,D1378614,Toyota Corolla H2 1.8E,139999,90400,2003,White,Mumbai,3
1978,D1467389,Toyota Corolla Altis 1.8 G,425000,88000,2010,White,Mumbai,1
1979,D1452059,Toyota Innova 2.5 G 8 STR BS-III,950000,86000,2012,White,Mumbai,1
1980,D1444178,Toyota Fortuner 3.0 4x2 AT,1750000,64487,2012,White,Mumbai,1
1981,D1471723,Toyota Fortuner 3.0 4x4 MT,1950000,74341,2014,White,Mumbai,1
1982,D1403785,Toyota Fortuner 3.0 4x2 AT,1880000,90284,2013,White,Mumbai,1
1983,D1485744,Toyota Innova 2.5 VX 7 STR BS-IV,1085000,112000,2014,White,Mumbai,1
1984,D1480858,Toyota Innova 2.5 V 8 STR,1275000,49000,2015,White,Mumbai,2
1985,D1485465,Toyota Camry 2.5L AT,1220000,71000,2013,White,Mumbai,1
1986,D1460674,Toyota Fortuner 3.0 4x2 AT,2275000,94000,2014,White,Mumbai,1
1987,D1475593,Toyota Fortuner 3.0 4x2 AT,2450000,57500,2015,White,Mumbai,1
1988,D1438957,Toyota Innova 2.5 VX 8 STR BS-III,1475000,24000,2014,White,Mumbai,1
1989,D1453027,Toyota Corolla Altis 1.8 GL,445000,69931,2010,White,Mumbai,1
1990,D1481221,Toyota Corolla H2 1.8E,180500,90000,2006,White,Mumbai,2
1991,D1476347,Toyota Innova 2.5 G4 8 STR,850000,92000,2012,White,Mumbai,1
1992,D1481963,Toyota Innova 2.5 G4 8 STR,960000,122000,2013,White,Mumbai,1
1993,D1455240,Toyota Corolla Altis 1.8 VL AT,540000,30000,2010,White,Mumbai,1
1994,D1426782,Toyota Corolla H4 1.8G,140000,62000,2005,White,Mumbai,2
1995,D1478059,Toyota Corolla Altis VL AT Petrol,1850000,14000,2016,White,Mumbai,1
1996,D1373543,Toyota Innova 2.5 GX BS III 8 STR,1300000,43000,2015,White,Mumbai,1
1997,D1476258,Toyota Corolla Altis 1.8 G,380000,78000,2011,White,Mumbai,1
1998,D1464611,Toyota Innova 2.5 VX 8 STR BS-III,1275000,79378,2014,White,Mumbai,1
1999,D1182379,Toyota Innova 2.0 G2,370000,145000,2006,White,Mumbai,2
2000,D1257827,Toyota Innova 2.0 G1,340000,166000,2006,White,Mumbai,2
2001,D1479590,Toyota Ventury 2.7 Petrol,3700001,500,2008,White,Mumbai,1
2002,D1477870,Toyota Fortuner 3.0 4x4 MT,1250000,121000,2010,White,Mumbai,1
2003,D1484017,Toyota Fortuner 3.0 MT,1265000,91809,2011,White,Mumbai,2
2004,D1468823,Toyota Fortuner 3.0 MT,1250000,1120000,2011,White,Mumbai,1
2005,D1488101,Toyota Corolla H4 1.8G,250000,94000,2004,White,Mumbai,1
2006,S982559,Toyota Etios V,310000,73500,2011,White,Mumbai,1
2007,S973544,Toyota Corolla Levin Fz,150000,117000,2003,White,Mumbai,2
2008,S970641,Toyota Camry Hybrid,2700000,13500,2014,Pearl White,Mumbai,1
2009,S973506,Toyota Corolla Levin Fz,150000,85000,2003,Pearl White,Mumbai,2
2010,S961976,Toyota Corolla Altis 1.8 GL,365000,86000,2010,White,Mumbai,1
2011,S964891,Toyota Fortuner 3.0 4x4 MT,2050000,35000,2012,White,Mumbai,1
2012,S976637,Toyota Fortuner 3.0 4x2 AT,2300000,32500,2015,White,Mumbai,1
2013,S979913,Toyota Fortuner 4x2 AT,1850000,60000,2014,White,Mumbai,1
2014,S975814,Toyota Land Cruiser Prado VX L,4500000,74000,2012,Pearl White,Mumbai,3
2015,D1434496,Toyota Corolla H2 1.8E,150000,85000,2003,White,Mumbai,1
2016,D1487170,Toyota Fortuner 3.0 4x4 MT,1265000,115000,2010,White,Mumbai,1
2017,S974299,Toyota Corolla Altis 1.8 VL AT,385000,52000,2008,Pearl White,Mumbai,1
2018,S990671,Toyota Innova Crysta 2.4 VX 8 STR,1675000,20500,2016,White Pearl Crystal Shine,Mumbai,1
2019,S991224,Toyota Corolla Altis 1.8 J,399000,69000,2011,White Pearl Mica,Mumbai,1
2020,S974463,Toyota Fortuner 4x2 AT,1750000,55000,2012,White,Mumbai,1
2021,S994772,Toyota Corolla Altis 1.8 G,300000,127000,2008,White Pearl Mica,Mumbai,2
2022,S978402,Toyota Fortuner 3.0 MT,1000000,128000,2009,White,Mumbai,1
2023,D1488667,Toyota Innova 2.5 G 7 STR BS-IV,795000,54000,2011,Blue,Mumbai,1
2024,D1488607,Toyota Corolla Altis 1.8 J,315000,69000,2011,Gold,Mumbai,1
2025,D1486442,Toyota Corolla Altis 1.8 GL,270000,79000,2008,Blue,Mumbai,1
2026,D1489053,Toyota Innova 2.5 GX BS III 8 STR,1350000,49500,2015,Grey,Mumbai,1
2027,D1488722,Toyota Corolla Altis G Diesel,700000,72000,2012,Silver,Mumbai,1
2028,D1488746,Toyota Corolla Altis 1.8 J,499000,79000,2011,Silver,Mumbai,1
2029,D1489011,Toyota Corolla Altis 1.8 G,325000,87677,2008,Beige,Mumbai,2
2030,D1488812,Toyota Innova 2.5 E 7 STR,925000,99000,2011,Grey,Mumbai,1
2031,D1488804,Toyota Fortuner 2.5 Sportivo 4x2 AT,2150000,69000,2014,White,Mumbai,1
2032,D1489016,Toyota Corolla Altis 1.8 J,375000,80680,2009,Beige,Mumbai,1
2033,D1488911,Toyota Innova 2.5 GX 7 STR BS-IV,1250000,68000,2014,Beige,Mumbai,1
2034,D1487856,Toyota Innova 2.5 G4 8 STR,910000,140000,2012,Grey,Mumbai,1
2035,D1489026,Toyota Fortuner 2.5 Sportivo 4x2 AT,20250000,88000,2014,White,Mumbai,1
2036,D1346440,Toyota Corolla Altis 1.8 VL AT,400000,47603,2008,Red,Mumbai,1
2037,D1488733,Toyota Corolla Altis 1.8 VL AT,925000,36000,2013,Blue,Mumbai,1
2038,D1488864,Toyota Innova 2.5 G4 8 STR,960000,85000,2013,Silver,Mumbai,1
2039,D1488210,Toyota Innova 2.5 GX 8 STR BS-IV,750000,170000,2012,Grey,Mumbai,1
2040,D1488520,Toyota Qualis FS F2,235000,80000,2004,Red,Mumbai,2
2041,S966742,Toyota Corolla Altis GL Petrol,1750000,5500,2016,,Mumbai,2
2042,S991449,Toyota Corolla Altis VL AT Petrol,1450000,19500,2015,Silver Mica Metallic,Mumbai,1
2043,S986190,Toyota Corolla Altis J Diesel,550000,57000,2011,Silver Mica Metallic,Mumbai,2
2044,S967906,Toyota Camry V4 MT,300000,86000,2005,Silver,Mumbai,2
2045,S971231,Toyota Innova 2.5 GX 8 STR BS-IV,929999,75000,2012,Silver,Mumbai,1
2046,S963415,Toyota Etios VX,850000,4200,2016,,Mumbai,1
2047,S965332,Toyota Etios Liva G,280000,25500,2011,,Mumbai,1
2048,S960019,Toyota Corolla Altis 1.8 J,390000,70000,2011,,Mumbai,2
2049,S987807,Toyota Corolla Altis 1.8 VL AT,550000,57000,2010,White Pearl Mica,Mumbai,2
2050,S986745,Toyota Innova 2.0 GX 8 STR BS-IV,730000,140000,2012,Gold,Mumbai,1
2051,S985210,Toyota Innova 2.5 VX 7 STR BS-IV,1400000,86000,2014,Grey Mica Metallic,Mumbai,1
2052,S987853,Toyota Innova 2.0 V,450000,130000,2005,Champagne Mica Metallic,Mumbai,1
2053,S969699,Toyota Fortuner 3.0 4x2 AT,1900000,94000,2013,,Mumbai,1
2054,S986750,Toyota Innova 2.5 GX 8 STR BS-IV,779000,140000,2012,Silky Gold Mica Metallic,Mumbai,1
2055,S967661,Toyota Innova 2.5 GX 8 STR BS-IV,750000,150000,2011,,Mumbai,1
2056,D1489012,Toyota Corolla Altis VL AT Petrol,1590000,19000,2015,Silver,Mumbai,1
2057,D1488978,Toyota Corolla Altis 1.8 VL AT,699999,27000,2011,Silver,Mumbai,1
2058,S966756,Toyota Fortuner 3.0 4x2 AT,1900000,1170000,2012,,Mumbai,1
2059,S987112,Toyota Corolla Levin Fz,5675676,567567,2011,Red,Mumbai,1
2060,S987962,Toyota Etios G,400000,12000,2011,Serene Bluish Silver,Mumbai,1
2061,S987954,Toyota Etios G,400000,12000,2011,Serene Bluish Silver,Mumbai,1
2062,S998401,Toyota Etios Liva G,389000,7500,2012,Symphony Silver,Mumbai,1
2063,S981725,Toyota Etios G,385000,7500,2011,Metallic Silver,Mumbai,1
2064,S994050,Toyota Etios Cross 1.4 GD,350000,15500,2017,Classic Grey,Mumbai,1
2065,S988153,Toyota Etios VX,750000,15000,2016,Classic Grey,Mumbai,1
2066,S987919,Toyota Etios V,350000,30000,2011,Celestial Black,Mumbai,1
2067,S983455,Toyota Etios V,310000,29000,2011,White,Mumbai,1
2068,S983448,Toyota Etios V,310000,29000,2011,White,Mumbai,1
2069,S987738,Toyota Etios GD,300000,32000,2016,Symphony Silver,Mumbai,1
2070,S997977,Toyota Etios Liva G,247000,45000,2011,Symphony Silver,Mumbai,1
2071,S993924,Toyota Etios Liva G,500000,29936,2011,Symphony Silver,Mumbai,1
2072,S993339,Toyota Corolla Levin Fz,120000,44500,2005,White,Mumbai,3
2073,S993921,Toyota Corolla Altis G Petrol,1000000,21500,2014,Super White Ii,Mumbai,1
2074,S987557,Toyota Corolla Altis 1.8 GL,500000,44000,2008,Light Blue Metallic,Mumbai,1
2075,S967763,Toyota Etios GD,515000,35000,2013,,Mumbai,1
2076,S995395,Toyota Corolla Altis 1.8 G AT,975000,27000,2013,Silver Mica Metallic,Mumbai,1
2077,S987850,Toyota Etios GD,530000,35000,2013,White,Mumbai,1
2078,S970669,Toyota Corolla Levin Fz,210000,56000,2007,,Mumbai,3
2079,S985398,Toyota Corolla Levin Fz,99000,62807,2003,White,Mumbai,3
2080,S987778,Toyota Innova 2.5 GX BS III 8 STR,1300000,22000,2015,Super White,Mumbai,1
2081,S989992,Toyota Corolla Altis 1.8 G,600000,49963,2009,Silver Mica Metallic,Mumbai,1
2082,S989423,Toyota Corolla Altis 1.8 VL AT,500000,57000,2010,White Pearl Mica,Mumbai,2
2083,S992029,Toyota Innova 2.5 GX 8 STR,850000,38500,2012,White,Mumbai,1
2084,S986624,Toyota Corolla Levin Fz,130000,60000,2005,Silver,Mumbai,2
2085,S994844,Toyota Corolla Altis G Diesel,545000,58500,2010,Blue Metallic,Mumbai,2
2086,S997659,Toyota Corolla Levin Fz,150000,70000,2003,White,Mumbai,2
2087,S998416,Toyota Corolla Altis 1.8 G,475000,60000,2009,Champagne Mica Metallic,Mumbai,1
2088,S990959,Toyota Corolla Altis 1.8 J,411000,69000,2011,Silver Mica Metallic,Mumbai,1
2089,S989234,Toyota Innova 2.5 VX 7 STR,950000,53000,2011,Silver Mica,Mumbai,1
2090,S991145,Toyota Camry ACV30R,300000,70000,2003,Black,Mumbai,1
2091,S997523,Toyota Innova 2.5 VX 7 STR,1000000,55000,2011,Silver Mica,Mumbai,1
2092,S992143,Toyota Corolla Altis 1.8 GL,545000,63000,2012,Super White Ll,Mumbai,1
2093,S965336,Toyota Corolla Altis 1.8 J,700000,70500,2013,,Mumbai,1
2094,S997363,Toyota Innova 2.5 VX 8 STR,975000,65000,2011,Grey Mica Metallic,Mumbai,1
2095,S992256,Toyota Innova 2.0 E,400000,82000,2008,White,Mumbai,1
2096,S986045,Toyota Etios V,300000,85000,2011,Celestial Black,Mumbai,1
2097,S994115,Toyota Innova 2.0 E,200000,80000,2007,White,Mumbai,1
2098,S987887,Toyota Corolla Altis G Diesel,550000,77000,2010,Champagne Mica Metallic,Mumbai,2
2099,S957668,Toyota Corolla Levin Fz,130000,96487,2003,,Mumbai,3
2100,S984898,Toyota Innova 2.5 GX 7 STR BS-IV,875000,70000,2010,Brown,Mumbai,2
2101,S986277,Toyota Innova 2.5 VX 8 STR BS-IV,1075000,72000,2013,Silky Gold Mica Metallic,Mumbai,1
2102,S982009,Toyota Camry V4 MT,395000,95000,2006,Light Blue,Mumbai,2
2103,S982824,Toyota Corolla Altis 1.8 G,400000,90000,2009,Light Blue Metallic,Mumbai,2
2104,S949795,Toyota Corolla Altis 1.8 GL,548000,100000,2009,Skyblue,Mumbai,1
2105,S975206,Toyota Corolla Levin Fz,200000,103200,2005,Metallic Bluish Green,Mumbai,2
2106,S995125,Toyota Innova 2.0 GX 8 STR,800000,85000,2011,Grey Mica Metallic,Mumbai,1
2107,S989962,Toyota Innova 2.5 ZX BS III 7 STR,1500000,75000,2015,Silverish Type,Mumbai,1
2108,S990037,Toyota FJ Cruiser Petrol,3700000,500,2008,White,Mumbai,1
2109,S989968,Toyota FJ Cruiser Petrol,3700000,500,2008,White,Mumbai,1
2110,S986963,Toyota Corolla Levin Fz,380000,115000,2005,Silver,Mumbai,1
2111,S958283,Toyota Corolla Altis 1.8 J,300000,115000,2008,,Mumbai,2
2112,S959353,Toyota Innova 2.5 V 8 STR,525000,110000,2006,,Mumbai,1
2113,S975120,Toyota Corolla Levin Fz,275000,121000,2007,White,Mumbai,3
2114,S970042,Toyota Innova 2.5 GX 8 STR,1000000,100000,2011,,Mumbai,2
2115,S993653,Toyota Fortuner 3.0 MT,1500000,85000,2010,Grey Mica Metallic,Mumbai,1
2116,S988329,Toyota Fortuner 3.0 4x2 AT,1900000,68000,2013,Super White,Mumbai,1
2117,S959029,Toyota Innova 2.0 VX 7 STR BS-IV,875000,104000,2012,Grey,Mumbai,1
2118,S989983,Toyota Fortuner 3.0 4x2 AT,2400000,58000,2015,Super White,Mumbai,1
2119,S986175,Toyota Innova 2.5 G1,350000,120000,2005,Silver Mica,Mumbai,1
2120,S991803,Toyota Corolla Altis J Diesel,430000,119000,2010,Champagne Mica Metallic,Mumbai,1
2121,S992327,Toyota Innova 2.5 VX 8 STR,910000,112000,2011,Silver Mica,Mumbai,1
2122,S961536,Toyota Innova 2.5 VX 8 STR BS-IV,1095000,98750,2012,,Mumbai,1
2123,S987504,Toyota Innova 2.5 VX 7 STR BS-IV,1050000,99513,2012,Silky Gold Mica Metallic,Mumbai,1
2124,S994136,Toyota Fortuner 3.0 MT,1300000,95000,2010,Silver Mica Metallic,Mumbai,1
2125,S994440,Toyota Qualis FS F3,250000,127112,2004,Maroon,Mumbai,2
2126,S975735,Toyota Corolla Altis 1.8 GL,350000,135000,2010,Silver,Mumbai,2
2127,S970648,Toyota Innova 2.5 VX 8 STR,825000,121000,2010,,Mumbai,1
2128,S992218,Toyota Fortuner 4x4 MT Limited Edition,1500000,100000,2012,Super White,Mumbai,1
2129,S995631,Toyota Innova 2.5 GX 7 STR,650000,118000,2009,Champagne Mica Metallic,Mumbai,1
2130,S959050,Toyota Fortuner 3.0 MT,1250000,111000,2009,White,Mumbai,2
2131,S985803,Toyota Fortuner 3.0 MT,1200000,112000,2010,Super White,Mumbai,1
2132,S994748,Toyota Innova 2.5 EV PS 8 STR BS-IV,800000,124000,2010,Silver Mica Metallic,Mumbai,1
2133,S968495,Toyota Innova 2.5 VX 8 STR BS-IV,1225000,110000,2014,,Mumbai,1
2134,S968148,Toyota Fortuner 2.5 Sportivo 4x2 MT,1750000,100000,2014,,Mumbai,1
2135,S963188,Toyota Innova 2.5 GX 8 STR BS-IV,1050000,124000,2012,,Mumbai,1
2136,S975203,Toyota Fortuner 3.0 MT,1150000,113000,2010,Grey Mica Metallic,Mumbai,1
2137,S972024,Toyota Innova 2.5 V 7 STR,510000,138000,2007,,Mumbai,1
2138,S963595,Toyota Innova 2.5 VX 8 STR BS-IV,935000,131000,2012,,Mumbai,1
2139,S999361,Toyota Innova 2.0 G 8 STR BS-IV,840000,140000,2012,Gray,Mumbai,1
2140,S966761,Toyota Fortuner 3.0 4x2 AT,1900000,117000,2012,,Mumbai,1
2141,S993226,Toyota Innova 2.5 VX 7 STR BS-IV,950000,147000,2012,Silver Mica Metalic,Mumbai,1
2142,S997895,Toyota Innova 2.0 VX 8 STR,750000,154000,2010,Silver Mica Metallic,Mumbai,1
2143,S971164,Toyota Innova 2.5 GX 7 STR BS-IV,1050000,151000,2012,,Mumbai,1
2144,S998093,Toyota Innova 2.5 VX 8 STR,800000,172000,2010,Silver Mica,Mumbai,1
2145,S999338,Toyota Innova 2.5 VX 7 STR,675000,190000,2010,Light Blue Metallic,Mumbai,1
2146,S985300,Toyota Innova 2.5 VX 8 STR BS-IV,657000,210000,2010,Light Blue Metallic,Mumbai,1
2147,S986017,Toyota Innova 2.5 G4 8 STR,435000,217000,2006,Light Green Mica Metallic,Mumbai,2
2148,S985861,Toyota Fortuner 3.0 MT,1400000,215100,2010,Silver Mica Metallic,Mumbai,1
2149,S991009,Toyota Qualis GS C8,170000,260000,2002,Golden,Mumbai,8
2150,S988290,Toyota Qualis GS C1,180000,280000,2000,Maroon,Mumbai,3
2151,D1445378,Toyota Innova 2.5 VX 7 STR BS-IV,1350000,52036,2014,Beige,New Delhi,1
2152,D1465029,Toyota Innova 2.5 VX 8 STR BS-IV,970000,61221,2012,Beize,New Delhi,1
2153,D1480806,Toyota Innova 2.5 V 7 STR,1330000,60185,2014,Beize,New Delhi,1
2154,D1484692,Toyota Etios V,280000,28630,2011,Beize,New Delhi,1
2155,D1484696,Toyota Corolla Altis 1.8 G,550000,47141,2011,Gold,New Delhi,1
2156,D1487215,Toyota Innova 2.5 G4 7 STR,825000,68466,2012,Beize,New Delhi,1
2157,D1465118,Toyota Innova 2.5 ZX 7 STR BS-IV,1350000,61055,2014,Beize,New Delhi,1
2158,D1484705,Toyota Fortuner 4x2 AT,2000000,41000,2013,Beize,New Delhi,2
2159,D1451657,Toyota Etios G,290001,72000,2011,Beige,New Delhi,1
2160,D1477340,Toyota Etios VX,365000,69309,2011,Black,New Delhi,1
2161,D1484782,Toyota Fortuner 3.0 MT,1250000,72000,2010,Black,New Delhi,1
2162,D1473608,Toyota Fortuner 3.0 4x2 AT,1750000,56382,2012,Black,New Delhi,2
2163,D1482173,Toyota Fortuner 4x4 MT Limited Edition,1240000,56000,2011,Black,New Delhi,1
2164,D1477248,Toyota Fortuner 4x4 MT Limited Edition,980000,77206,2010,Black,New Delhi,1
2165,D1468406,Toyota Fortuner 3.0 4x4 MT,1025000,75000,2009,Black,New Delhi,1
2166,D1486103,Toyota Fortuner 3.0 4x2 AT,1550000,116931,2012,Black,New Delhi,1
2167,D1419167,Toyota Etios GD,345000,78200,2012,Black,New Delhi,1
2168,D1476205,Toyota Fortuner 4x4 MT Limited Edition,1010000,104000,2010,Black,New Delhi,1
2169,D1469173,Toyota Fortuner 3.0 MT,1225000,55000,2010,Black,New Delhi,2
2170,D1459763,Toyota Land Cruiser Prado VX L,3950000,90000,2010,Black,New Delhi,2
2171,D1432531,Toyota Land Cruiser Prado VX L,3950000,100000,2010,Black,New Delhi,1
2172,D1221638,Toyota Corolla Altis 1.8 G,725000,34000,2011,Black,New Delhi,1
