,ProfileId,CarName,PriceNumeric,KmNumeric,MakeYear,Color,CityName,OwnerTypeId
942,D1462804,Toyota Innova 2.5 V 7 STR,775000,149429,2010,Silver,Nashik,1
943,D1463981,Toyota Qualis GST D3,250000,100000,2003,White,Nashik,3
944,D1323078,Toyota Innova 2.5 V 8 STR,999001,168320,2012,Gold,Nashik,1
945,D1465368,Toyota Innova 2.5 G 7 STR BS-IV,650000,195213,2009,Grey,Nashik,2
946,D1435639,Toyota Innova 2.5 G4 8 STR,750000,197000,2009,Silver,Nashik,3
947,D1468166,Toyota Fortuner 3.0 4x2 MT,1950000,123254,2014,White,Nashik,1
948,D1433501,Toyota Fortuner 3.0 4x2 MT,2300000,123111,2015,White,Nashik,1
949,D1417596,Toyota Fortuner 4x2 AT,2200000,67143,2014,White,Nashik,1
950,D1479754,Toyota Fortuner 3.0 4x2 MT,1600000,103328,2012,Grey,Nashik,1
951,D1478905,Toyota Fortuner 3.0 MT,1275000,125118,2011,White,Nashik,1
952,D1487969,Toyota Innova 2.5 GX 8 STR,980000,244066,2012,Silver,Nashik,1
953,D1481816,Toyota Fortuner 4x4 MT Limited Edition,1200000,220000,2010,White,Nashik,1
954,S961014,Toyota Etios GD,670000,55000,2014,,Nashik,1
955,S966868,Toyota Etios VX,391000,67000,2011,,Nashik,2
956,S987315,Toyota Fortuner 3.0 MT,2300000,53000,2012,Super White,Nashik,1
957,S997092,Toyota Innova 2.5 VX 8 STR BS-III,1255000,90100,2013,Silky Gold Mica Metallic,Nashik,2
958,S979770,Toyota Innova 2.5 GX 8 STR BS-IV,850000,121000,2011,Gray,Nashik,3
959,S984416,Toyota Innova 2.0 G3,555555,177000,2007,Silver,Nashik,3
960,S997550,Toyota Fortuner 3.0 MT,1100000,180000,2009,Super White,Nashik,1
961,D1459420,Toyota Etios G,350000,50551,2011,Gold,Noida,1
962,D1488090,Toyota Etios G,350000,69379,2011,Silver,Noida,1
963,D1488674,Toyota Innova 2.5 G4 8 STR,765000,37000,2010,Silver,Noida,1
964,D1468220,Toyota Corolla H2 1.8E,225000,72000,2007,Bronze,Noida,2
965,D1463223,Toyota Corolla H1 1.8J,250000,73000,2008,White,Noida,1
966,D1465876,Toyota Innova 2.5 V 7 STR,1165000,39115,2013,Silver,Noida,1
967,D1474244,Toyota Camry V3,225000,70000,2004,Gold,Noida,2
968,D1464091,Toyota Etios G,365000,51000,2011,Gold,Noida,1
969,D1433329,Toyota Etios G,445000,42000,2013,Silver,Noida,1
970,D1458082,Toyota Corolla Altis 1.8 G,650000,57000,2012,Gold,Noida,1
971,D1434721,Toyota Etios V,375000,74000,2011,Red,Noida,1
972,S969146,Toyota Fortuner 4x2 AT,2000000,35000,2014,,Noida,1
973,S974373,Toyota Fortuner 3.0 MT,1370000,73000,2012,,Noida,1
974,S976439,Toyota Fortuner 3.0 4x2 MT,1850000,105000,2014,Super White,Noida,1
975,S884012,Toyota Fortuner 2.8 4x4 MT,1600000,142000,2013,White,Noida,1
976,S999380,Toyota Etios Liva G,300000,46500,2013,Symphony Silver,Noida,1
977,S990274,Toyota Corolla Altis 1.8 G,570000,39000,2011,Silver Mica Metallic,Noida,1
978,S979213,Toyota Corolla Altis 1.8 GL,400000,60000,2009,Champagne Mica Metallic,Noida,1
979,S979527,Toyota Etios G,450000,50000,2014,Classic Grey,Noida,1
980,S993830,Toyota Innova 2.5 GX BS IV 7 STR,1275000,29000,2016,Silver Mica Metallic,Noida,1
981,S979873,Toyota Fortuner 3.0 4x2 AT,2000000,59000,2014,Silver Metallic,Noida,1
982,S994292,Toyota Etios G,300000,106000,2011,Serene Bluish Silver,Noida,2
983,S980255,Toyota Innova 2.5 VX 7 STR,800000,100000,2011,Grey,Noida,1
984,S987698,Toyota Innova 2.5 G 7 STR BS-IV,800000,110000,2012,Silver,Noida,1
985,S998978,Toyota Fortuner 4x2 AT,2250000,84000,2014,Super White,Noida,1
986,S980661,Toyota Etios Liva GD,300000,138000,2012,Ultramarine Blue,Noida,1
987,S991868,Toyota Innova 2.0 G4,425000,194000,2007,Silver Metallic,Noida,1
988,S981973,Toyota Innova 2.5 EV MS 7 STR,400000,200000,2007,Grey,Noida,1
989,D1386214,Toyota Etios G,300000,87172,2011,Silver,Jaipur,1
990,D1390320,Toyota Corolla Altis 1.8 VL AT,450000,100000,2010,Gold,Jaipur,1
991,D1477125,Toyota Innova 2.5 VX 8 STR BS-III,990000,115000,2013,Silver,Jaipur,1
992,D1462481,Toyota Fortuner 3.0 4x4 MT,1350000,95000,2011,Black,Jaipur,1
993,D1459861,Toyota Fortuner 3.0 4x4 MT,1325000,150000,2011,Grey,Jaipur,2
994,D1458681,Toyota Fortuner 4x2 AT,2100000,34000,2014,White,Jaipur,1
995,D1471854,Toyota Etios Liva GD,650000,45000,2015,White,Jaipur,1
996,D1396469,Toyota Etios G,325000,50000,2011,Black,Jaipur,1
997,D1409788,Toyota Fortuner 4x2 AT,1350000,151000,2011,White,Jaipur,3
998,S975472,Toyota Etios GD,510000,49700,2012,White,Jaipur,1
999,S967441,Toyota Etios GD,678000,71500,2014,White,Jaipur,1
1000,S969703,Toyota Innova 2.5 G BS IV 8 STR,1300000,100000,2016,,Jaipur,1
1001,S988426,Toyota Etios G SP*,395000,29000,2013,White,Jaipur,1
1002,S999498,Toyota Etios G,350000,42000,2014,White,Jaipur,1
1003,S995581,Toyota Etios Liva GD,550000,52000,2016,White,Jaipur,1
1004,S975047,Toyota Etios VD,580000,64500,2014,White,Jaipur,1
1005,S978730,Toyota Fortuner 2.5 Sportivo 4x2 AT,1800000,30000,2015,Super White,Jaipur,1
1006,S985756,Toyota Etios GD,500000,75000,2013,Classic Grey,Jaipur,1
1007,S993190,Toyota Innova 2.5 G BS IV 8 STR,1350000,58000,2016,Super White,Jaipur,1
1008,S974872,Toyota Corolla Levin Fz,200000,97000,2005,Silver,Jaipur,1
1009,S976608,Toyota Corolla Levin Fz,225000,102000,2006,Pearl White,Jaipur,2
1010,S999460,Toyota Innova 2.5 G1,390000,115000,2006,Silver Mica,Jaipur,2
1011,S980199,Toyota Fortuner Sportivo 4x2 AT,2000000,64000,2014,Super White,Jaipur,2
1012,S990191,Toyota Etios VD,400000,120000,2012,Serene Bluish Silver,Jaipur,1
1013,S963812,Toyota Fortuner 4x2 AT,2100000,65000,2013,Black,Jaipur,1
1014,S978671,Toyota Innova 2.5 V 7 STR,600000,230000,2009,Grey,Jaipur,2
1015,S978670,Toyota Innova 2.5 V 7 STR,600000,230000,2009,Grey,Jaipur,2
1016,D1472970,Toyota Innova 2.0 GX 8 STR BS-IV,1025000,86000,2013,Silver,Ludhiana,1
1017,D1469046,Toyota Innova 2.5 G 7 STR BS-IV,695000,90000,2010,Grey,Ludhiana,1
1018,D1428924,Toyota Corolla Altis GL Diesel,1250000,50000,2014,White,Ludhiana,1
1019,D1478560,Toyota Corolla H2 1.8E,225000,85000,2007,Gold,Ludhiana,1
1020,D1465616,Toyota Innova 2.5 V 7 STR,950000,140000,2012,Silver,Ludhiana,1
1021,D1462110,Toyota Fortuner 3.0 4x4 MT,1400000,126000,2011,White,Ludhiana,1
1022,D1488263,Toyota Innova 2.5 V 7 STR,935000,124000,2012,Grey,Ludhiana,1
1023,D1467809,Toyota Fortuner 3.0 4x2 AT,1850000,107100,2013,White,Ludhiana,1
1024,S964551,Toyota Fortuner 3.0 4x2 AT,2300000,65000,2014,,Ludhiana,1
1025,S963973,Toyota Innova Crysta 2.4 G 7 STR,1620000,1600,2017,,Ludhiana,1
1026,S966275,Toyota Innova 2.5 G BS IV 7 STR,1500000,18000,2016,,Ludhiana,2
1027,S969484,Toyota Innova Crysta 2.8 ZX AT 7 STR,2200000,8500,2016,White,Ludhiana,1
1028,S975126,Toyota Innova 2.5 VX 7 STR BS-III,1130000,41000,2014,Grey Mica Metallic,Ludhiana,2
1029,S963572,Toyota Innova 2.5 ZX 7 STR BS-IV,1150000,40000,2014,,Ludhiana,2
1030,S989174,Toyota Etios GD,650000,65000,2014,Classic Grey,Ludhiana,1
1031,S997310,Toyota Innova 2.5 V 8 STR,550000,74000,2008,Black Mica,Ludhiana,3
1032,S970326,Toyota Fortuner 3.0 4x2 MT,2350000,29000,2014,,Ludhiana,2
1033,S992622,Toyota Etios VD,600000,99604,2012,White,Ludhiana,1
1034,S974708,Toyota Innova 2.5 ZX 7 STR BS-IV,1550000,80000,2014,Super White,Ludhiana,2
1035,S965762,Toyota Innova 2.5 G 7 STR BS-III,950000,100000,2012,,Ludhiana,1
1036,S994885,Toyota Fortuner 3.0 4x2 AT,1925000,79000,2014,Super White,Ludhiana,1
1037,S987857,Toyota Etios VX-D,350000,130000,2012,Harmony Beige,Ludhiana,2
1038,S989120,Toyota Innova 2.5 G2,550000,375000,2005,Silver,Ludhiana,1
1039,S997560,Toyota Innova 2.0 GX 8 STR BS-IV,850000,325000,2010,Grey Mica Metallic,Ludhiana,1
1040,D1483882,Toyota Innova 2.5 GX BS III 7 STR,1300000,35000,2015,Silver,Chandigarh,1
1041,D1483872,Toyota Innova Crysta 2.8 ZX AT 7 STR,2250000,15000,2016,White,Chandigarh,1
1042,D1483868,Toyota Fortuner 4x4 MT Limited Edition,1150000,150000,2010,White,Chandigarh,1
1043,D1486392,Toyota Innova 2.5 G4 7 STR,500000,22132,2008,Red,Chandigarh,1
1044,D1470629,Toyota Fortuner 3.0 4x2 AT,2400000,60005,2015,White,Chandigarh,1
1045,S969783,Toyota Corolla Altis 1.8 VL AT,625000,63000,2008,Champagne Mica,Chandigarh,1
1046,S996373,Toyota Etios GD,500000,55000,2012,White,Chandigarh,1
1047,S980622,Toyota Innova 2.5 GX BS III 8 STR,1000000,40000,2015,Silver Mica Metallic,Chandigarh,1
1048,S978620,Toyota Corolla Altis 1.8 VL AT,645000,65000,2008,Champagne Mica,Chandigarh,1
1049,S999181,Toyota Etios Liva VD,530000,72000,2015,White,Chandigarh,1
1050,S999179,Toyota Etios Liva VD,520000,70000,2015,White,Chandigarh,1
1051,S959882,Toyota Innova VX CNG,740000,92000,2011,,Chandigarh,1
1052,S947061,Toyota Etios VX-D,500000,100000,2011,,Chandigarh,1
1053,S978312,Toyota Innova 2.5 VX 8 STR,915000,95000,2011,Silver Mica,Chandigarh,3
1054,S982841,Toyota Fortuner 3.0 4x4 MT,1800000,70000,2012,Super White,Chandigarh,1
1055,S980156,Toyota Innova 2.5 VX 8 STR BS-III,1035000,108000,2013,Silky Gold Mica Metallic,Chandigarh,2
1056,S966570,Toyota Corolla Altis 1.8 GL,500000,120000,2008,,Chandigarh,2
1057,S979217,Toyota Innova 2.5 VX 7 STR BS-IV,620000,124000,2010,Grey Mica Metallic,Chandigarh,2
1058,S996396,Toyota Etios GD,365000,134500,2012,Serene Bluish Silver,Chandigarh,1
1059,S991502,Toyota Innova 2.5 GX 8 STR BS-IV,850000,119000,2011,Champagne Mica Metallic,Chandigarh,1
1060,S998878,Toyota Etios GD,410000,134500,2012,Serene Bluish Silver,Chandigarh,1
1061,S991476,Toyota Fortuner 3.0 MT,1500000,110000,2009,Grey Mica Metallic,Chandigarh,1
1062,S982275,Toyota Fortuner 4x4 MT Limited Edition,2500000,80000,2014,Super White,Chandigarh,1
1063,S990034,Toyota Innova 2.0 VX 7 STR BS-IV,1000000,165000,2013,Gray,Chandigarh,1
1064,D1470020,Toyota Etios VXD,650000,46000,2014,White,Nagpur,2
1065,D1462228,Toyota Etios Liva G,290000,33000,2011,White,Nagpur,1
1066,D1483367,Toyota Etios G,325000,83147,2011,White,Nagpur,1
1067,D1470502,Toyota Fortuner 3.0 MT,1300000,125500,2010,Silver,Nagpur,2
1068,D1476621,Toyota Corolla Altis 1.8 G,375000,58208,2010,Blue,Nagpur,1
1069,D1455407,Toyota Innova 2.5 G 7 STR BS-IV,759000,89000,2010,Silver,Nagpur,2
1070,D1483967,Toyota Qualis GS G4,350000,216000,2004,Black,Nagpur,2
1071,D1488916,Toyota Innova 2.5 V 7 STR,1100000,104175,2013,Beige,Nagpur,2
1072,D1462214,Toyota Corolla Altis 1.8 GL,600000,50967,2010,Silver,Nagpur,1
1073,D1410862,Toyota Etios GD,475000,90965,2012,Silver,Nagpur,1
1074,D1434340,Toyota Fortuner 3.0 4x2 MT,1150000,250000,2009,Black,Nagpur,1
1075,D1308291,Toyota Innova 2.5 V 7 STR,1250000,97000,2013,Silver,Nagpur,1
1076,D1377390,Toyota Fortuner 3.0 4x4 MT,1350000,130000,2011,White,Nagpur,1
1077,S968349,Toyota Fortuner 3.0 4x2 MT,2000000,64000,2014,,Nagpur,1
1078,S973604,Toyota Corolla Altis 1.8 GL,400000,18000,2008,,Nagpur,1
1079,S980334,Toyota Camry W3 MT,400000,38964,2006,Golden,Nagpur,1
1080,S981106,Toyota Innova 2.5 VX 7 STR BS-IV,1200001,65000,2013,Silver Mica Metalic,Nagpur,1
1081,S994682,Toyota Corolla Altis G Diesel,600000,90000,2011,Silver Mica Metallic,Nagpur,1
1082,S971643,Toyota Innova 2.5 G 8 STR BS-IV,1350000,64500,2014,,Nagpur,1
1083,S993572,Toyota Innova 2.5 G 7 STR BS-III,1150000,113000,2012,Silver,Nagpur,1
1084,S993594,Toyota Innova 2.5 G 7 STR BS-III,1150000,113000,2012,Silver,Nagpur,1
1085,D1461053,Toyota Etios Liva GD,680000,9288,2015,White,Kochi,1
1086,D1483774,Toyota Innova 2.5 G 7 STR BS-III,450000,144969,2006,Black,Kochi,2
1087,D1486579,Toyota Innova 2.5 V 7 STR,1300000,123143,2013,Grey,Kochi,1
1088,S992254,Toyota Etios V,550000,32000,2011,Serene Bluish Silver,Kochi,1
1089,S977984,Toyota Innova 2.5 GX 7 STR,925000,103000,2011,Silver Mica Metallic,Kochi,2
1090,S967512,Toyota Etios G,500000,49000,2013,Grey Metallic,Kochi,1
1091,S970504,Toyota Innova 2.5 VX 7 STR BS-IV,1150000,77000,2011,Light Green,Kochi,1
1092,S993278,Toyota Platinum Etios GX,750000,5000,2016,White,Kochi,1
1093,S988916,Toyota Etios Cross 1.4 VD,800000,25000,2015,Classic Grey,Kochi,1
1094,S988658,Toyota Etios VX,410000,57000,2011,Symphony Silver,Kochi,2
1095,S960452,Toyota Corolla Levin Fz,250000,65000,2006,,Kochi,2
1096,S958951,Toyota Innova 2.5 VX 8 STR BS-IV,1300000,40000,2014,,Kochi,1
1097,S984913,Toyota Innova 2.0 GX 8 STR BS-IV,950000,63000,2010,Grey Mica Metallic,Kochi,2
1098,S970136,Toyota Innova 2.5 E 7 STR,1050000,60000,2011,,Kochi,2
1099,S960986,Toyota Innova 2.5 E MS 8 STR BS-IV,550000,97000,2012,,Kochi,1
1100,S988558,Toyota Innova 2.5 GX 7 STR,995000,87000,2011,Dark Red Mica Metallic,Kochi,1
1101,S989672,Toyota Etios VD,590000,122000,2012,White,Kochi,3
1102,S969566,Toyota Innova 2.5 V 7 STR,750000,240000,2008,,Kochi,1
1103,S993186,Toyota Innova 2.5 V 7 STR,700000,245000,2008,Silver Metallic,Kochi,1
1104,D1481863,Toyota Fortuner 3.0 4x2 MT,1700000,40000,2012,White,Raipur,1
1105,D1489046,Toyota Innova 2.5 G4 7 STR,1075000,900000,2013,Grey,Raipur,2
1106,D1407595,Toyota Etios G,250000,57000,2010,Silver,Raipur,1
1107,D1456667,Toyota Innova 2.5 G4 8 STR,1075000,86000,2013,Grey,Raipur,1
1108,D1486830,Toyota Corolla Altis 1.8 G,550000,55000,2011,White,Raipur,1
1109,D1452994,Toyota Innova 2.5 G4 7 STR,1150000,49000,2013,Beige,Raipur,1
1110,D1374794,Toyota Innova 2.0 G3,380000,254251,2007,Gold,Raipur,2
1111,D1463769,Toyota Innova 2.0 G1 BS-IV,875000,80000,2012,White,Raipur,1
1112,D1449165,Toyota Corolla Altis 1.8 J,385000,72000,2009,Silver,Raipur,1
1113,D1446085,Toyota Innova 2.0 G4,650000,111000,2009,Silver,Raipur,2
1114,D1454546,Toyota Corolla Altis J Diesel,490000,65000,2010,Silver,Raipur,1
1115,D1454537,Toyota Fortuner 4x4 MT Limited Edition,1390000,90000,2012,White,Raipur,1
1116,D1471232,Toyota Innova 2.5 G4 7 STR,799000,108000,2011,Silver,Raipur,1
1117,S986391,Toyota Etios G,320000,44000,2011,Symphony Silver,Raipur,2
1118,S994424,Toyota Corolla Altis 1.8 GL,400000,62000,2009,Silver Mica Metallic,Raipur,1
1119,S982834,Toyota Innova 2.5 G 7 STR BS-IV,1000000,90000,2012,White,Raipur,1
1120,S974291,Toyota Innova 2.5 GX 7 STR BS-IV,850000,97000,2010,,Raipur,1
1121,S970455,Toyota Innova 2.5 G1,380000,110000,2006,,Raipur,3
1122,D1478412,Toyota Qualis RS E2,375000,80000,2003,Green,Allahabad,1
1123,D1380737,Toyota Fortuner 3.0 4x2 MT,1850000,50000,2014,Black,Allahabad,1
1124,D1223422,Toyota Innova 2.5 G 7 STR BS-IV,825000,82000,2011,White,Allahabad,1
1125,D1478406,Toyota Fortuner 3.0 4x2 MT,2250000,45000,2015,Black,Allahabad,1
1126,D1342464,Toyota Innova 2.5 G 7 STR BS-IV,585000,90000,2007,Silver,Allahabad,1
1127,D1342461,Toyota Fortuner 3.0 4x4 MT,1720000,70000,2013,White,Allahabad,1
1128,D1478402,Toyota Fortuner 3.0 4x4 MT,1775000,62000,2014,White,Allahabad,1
1129,D1380715,Toyota Fortuner 3.0 4x2 MT,2350000,40000,2015,White,Allahabad,1
1130,D1478404,Toyota Fortuner 3.0 4x2 MT,2150000,55000,2015,White,Allahabad,1
1131,D1458020,Toyota Fortuner 3.0 4x2 MT,1270000,88000,2011,White,Allahabad,1
1132,D1478405,Toyota Innova 2.5 G 7 STR BS-III,750000,120946,2011,Red,Allahabad,1
1133,D1478401,Toyota Fortuner 3.0 4x2 MT,1700000,90000,2013,White,Allahabad,1
1134,D1380738,Toyota Fortuner 3.0 4x2 MT,1270000,88000,2011,Silver,Allahabad,1
1135,D1478403,Toyota Innova 2.5 G 7 STR BS-III,625000,250000,2008,Gold,Allahabad,1
1136,D1380716,Toyota Fortuner 3.0 4x2 MT,1900000,52000,2014,Black,Allahabad,1
1137,D1457283,Toyota Fortuner 3.0 4x2 MT,2200000,65000,2015,White,Allahabad,1
1138,D1482577,Toyota Fortuner 3.0 4x2 MT,1150000,88000,2011,Silver,Allahabad,2
1139,S996087,Toyota Qualis FS F5,300000,94000,2004,Gold,Allahabad,1
1140,D1476757,Toyota Innova 2.5 G4 7 STR,1060000,54000,2013,Silver,Jalandhar,1
1141,D1485577,Toyota Fortuner 3.0 MT,1450000,95000,2011,White,Jalandhar,1
1142,D1478220,Toyota Innova 2.5 VX BS IV 7 STR,1165000,48000,2013,Grey,Jalandhar,2
1143,D1467486,Toyota Etios VD,725000,22246,2015,White,Jalandhar,1
1144,D1485575,Toyota Etios GD,580000,45000,2014,White,Jalandhar,2
1145,D1467723,Toyota Etios Liva GD,445000,38000,2014,White,Jalandhar,2
1146,D1383940,Toyota Etios Liva GD,530000,37000,2014,Silver,Jalandhar,2
1147,D1458131,Toyota Innova 2.5 G4 8 STR,735000,79000,2009,Grey,Jalandhar,1
1148,D1338822,Toyota Innova 2.5 G 7 STR BS-IV,780000,72000,2012,White,Jalandhar,3
1149,D1378119,Toyota Innova 2.5 G 8 STR BS-IV,955000,95000,2013,White,Jalandhar,2
1150,D1434387,Toyota Innova 2.5 G 8 STR BS-III,810000,118000,2011,White,Jalandhar,1
1151,D1393698,Toyota Etios Liva GD SP,460000,45000,2013,White,Jalandhar,1
1152,D1425873,Toyota Innova 2.5 V 7 STR,1190000,95000,2014,Gold,Jalandhar,1
1153,S969058,Toyota Fortuner 4x2 AT,2000000,37000,2013,Pearl White,Jalandhar,1
1154,S959057,Toyota Innova 2.5 GX 7 STR,700000,192300,2010,,Jalandhar,1
1155,D1484564,Toyota Fortuner 3.0 4x4 MT,1555000,95000,2012,Grey,Jalandhar,1
1156,D1485578,Toyota Fortuner 3.0 4x4 MT,165000,106000,2012,Grey,Jalandhar,1
1157,S990656,Toyota Innova 2.5 G4 8 STR,400000,155000,2006,Silver Metallic,Jalandhar,2
1158,D1472318,Toyota Innova 2.5 VX 7 STR BS-IV,1125000,92000,2014,Grey,Faridabad,1
1159,D1472324,Toyota Innova 2.5 VX BS IV 7 STR,970000,145000,2013,Gold,Faridabad,1
1160,D1472312,Toyota Fortuner 3.0 4x2 MT,1900000,91000,2014,White,Faridabad,1
1161,D1483055,Toyota Innova 2.5 E,475000,115374,2010,White,Faridabad,1
1162,D1458956,Toyota Etios G,325000,65284,2012,Blue,Faridabad,1
1163,D1486840,Toyota Corolla Altis 1.8 G,390000,65000,2009,Gold,Faridabad,1
1164,D1455168,Toyota Innova 2.5 GX BS III 8 STR,1100000,104441,2015,Gold,Faridabad,1
1165,D1464497,Toyota Corolla Altis 1.8 VL AT,590000,64000,2011,Silver,Faridabad,1
1166,D1483002,Toyota Fortuner 3.0 4x4 MT,2100000,35000,2014,White,Faridabad,1
1167,D1483009,Toyota Fortuner 3.0 MT,1090000,160000,2010,Black,Faridabad,1
1168,D1416073,Toyota Fortuner 3.0 4x4 MT,1200000,162000,2010,White,Faridabad,1
1169,D1457399,Toyota Innova 2.5 G4 7 STR,625000,210000,2011,Maroon,Faridabad,1
1170,S998882,Toyota Etios G,290000,75000,2011,Serene Bluish Silver,Faridabad,1
1171,S998895,Toyota Etios VX-D,475000,74000,2012,Serene Bluish Silver,Faridabad,1
1172,D1472326,Toyota Etios GD,360000,111000,2012,Silver,Faridabad,1
1173,S962498,Toyota Etios G,350000,80000,2013,,Faridabad,1
1174,S968315,Toyota Innova 2.5 G 7 STR BS-IV,1100000,60000,2013,Grey,Faridabad,1
1175,S959214,Toyota Fortuner 3.0 MT,1400000,120000,2009,,Faridabad,2
1176,D1466547,Toyota Innova 2.5 GX BS III 8 STR,1250000,53000,2015,Silver,Vadodara,1
1177,D1436730,Toyota Corolla H4 1.8G,325000,84000,2010,White,Vadodara,4
1178,D1477250,Toyota Etios VX,375000,49000,2011,White,Vadodara,1
1179,D1474578,Toyota Innova 2.5 G 7 STR BS-IV,811000,80000,2013,Grey,Vadodara,1
1180,D1336934,Toyota Qualis FS F7,225000,105000,2004,White,Vadodara,2
1181,D1415358,Toyota Innova 2.0 V,600000,135000,2008,Silver,Vadodara,1
1182,S964027,Toyota Innova 2.5 GX BS IV 7 STR,1250000,44000,2015,,Vadodara,1
1183,S968118,Toyota Innova 2.5 GX BS IV 7 STR,1200000,44000,2015,,Vadodara,1
1184,S964302,Toyota Fortuner 3.0 Ltd,1000000,200000,2010,Silver,Vadodara,1
1185,S966701,Toyota Fortuner 3.0 4x2 AT,1800000,116000,2013,,Vadodara,1
1186,S973490,Toyota Innova Crysta 2.4 VX 7 STR,2000000,31000,2017,,Vadodara,1
1187,S963016,Toyota Innova 2.5 VX 8 STR,1450000,42600,2011,,Vadodara,1
1188,S976168,Toyota Fortuner 3.0 4x2 MT,2300000,49582,2015,Super White,Vadodara,1
1189,S971300,Toyota Innova 2.5 VX 8 STR,850000,125000,2009,,Vadodara,2
1190,S987463,Toyota Corolla Altis 1.8 Sport,450000,144000,2008,Light Blue Metallic,Vadodara,1
1191,S974753,Toyota Etios Liva GD,275000,185000,2011,Symphony Silver,Vadodara,1
1192,S960409,Toyota Innova 2.5 V 8 STR,815000,210000,2009,,Vadodara,1
1193,D1322857,Toyota Fortuner 3.0 4x2 AT,1401000,110000,2012,Grey,Agra,1
1194,D1471043,Toyota Fortuner 3.0 4x2 AT,2400000,59012,2015,White,Agra,1
1195,D1416387,Toyota Innova 2.0 G4,350000,110000,2008,Silver,Agra,2
1196,D1456372,Toyota Fortuner 3.0 4x2 MT,1400000,160000,2012,White,Agra,1
1197,D1390742,Toyota Fortuner 3.0 4x2 MT,2150000,25000,2014,White,Agra,1
1198,D1435569,Toyota Corolla Altis 1.8 G,375000,121000,2009,Silver,Agra,3
1199,D1199687,Toyota Fortuner 3.0 4x2 MT,2450000,20000,2014,White,Agra,1
1200,D1198432,Toyota Innova 2.5 GX 7 STR BS-III,1100000,68000,2014,Silver,Agra,1
1201,D1198312,Toyota Innova 2.5 G4 7 STR,860000,100000,2012,White,Agra,1
1202,D1473652,Toyota Fortuner 3.0 4x2 MT,1650000,171000,2014,White,Agra,1
1203,D1164149,Toyota Fortuner 3.0 4x2 MT,1150000,126000,2010,Grey,Agra,1
1204,S995249,Toyota Etios V,300000,25000,2011,Symphony Silver,Agra,2
1205,S996565,Toyota Innova 2.5 G 8 STR BS-IV,1200000,40000,2014,Silky Gold Mica Metallic,Agra,1
1206,S999256,Toyota Fortuner 3.0 4x4 MT,2000000,31000,2015,Silver Metallic,Agra,1
1207,S958024,Toyota Innova 2.5 VX 8 STR BS-IV,800000,98000,2010,Grey,Agra,2
1208,S991384,Toyota Innova 2.5 V 7 STR,750000,144785,2007,Silver Metallic,Agra,2
1209,D1456834,Toyota Etios Liva GD,410000,58000,2012,Silver,Bhopal,1
1210,D1443153,Toyota Etios GD,450000,48681,2012,White,Bhopal,1
1211,D1485664,Toyota Fortuner 3.0 MT,1545000,94446,2012,Grey,Bhopal,2
1212,D1485692,Toyota Fortuner 3.0 4x4 MT,2051000,93667,2015,White,Bhopal,2
1213,D1468721,Toyota Camry W1 MT,400000,75000,2008,Silver,Bhopal,1
1214,D1422178,Toyota Qualis GST D5,175000,75000,2004,Green,Bhopal,2
1215,D1468257,Toyota Fortuner 4x4 MT Limited Edition,1000000,72000,2009,Silver,Bhopal,3
1216,S976056,Toyota Innova 2.0 G1 BS-IV,700000,180000,2011,Champagne Mica Metallic,Bhopal,1
1217,S979367,Toyota Etios Liva LE Diesel,300000,1000,2015,Symphony Silver,Bhopal,1
1218,S959415,Toyota Etios Liva GD,600000,24000,2016,,Bhopal,1
1219,S995968,Toyota Innova 2.5 VX BS IV 8 STR,1525000,54000,2016,Super White,Bhopal,1
1220,S993040,Toyota Fortuner 2.8 4x4 MT,2500000,35000,2016,Super White,Bhopal,1
1221,S974799,Toyota Etios GD,550000,102000,2014,New Pearl White,Bhopal,1
1222,S974794,Toyota Etios GD,550000,102000,2014,New Pearl White,Bhopal,1
1223,S997528,Toyota Innova 2.5 GX 7 STR BS-III,850000,99600,2012,White,Bhopal,1
1224,S974802,Toyota Etios Liva GD,550000,130536,2014,White,Bhopal,1
1225,D1446582,Toyota Innova Crysta 2.4 GX 7 STR,1700000,12467,2016,Purple,Surat,1
1226,D1453301,Toyota Innova 2.5 V 7 STR,911000,77890,2011,Red,Surat,1
1227,D1259457,Toyota Fortuner 3.0 4x2 MT,1550000,81282,2012,White,Surat,1
1228,S978858,Toyota Innova 2.5 GX 7 STR,851000,73000,2011,Silvers,Surat,2
1229,S970046,Toyota Innova 2.5 GX 8 STR BS-IV,1000000,120000,2012,,Surat,2
1230,S980604,Toyota Innova 2.0 G4,410000,154000,2005,Light Green Mica Metallic,Surat,1
1231,D1475734,Toyota Fortuner 3.0 4x4 MT,1721000,80000,2012,White,Surat,1
1232,S983013,Toyota Cresta Suffire 2.4 Diesel AT,150000,50000,2012,Silver,Surat,2
1233,S994833,Toyota Corolla Altis 1.8 G,389000,56000,2009,Light Blue Metallic,Surat,2
1234,S999257,Toyota Corona Petrol,300000,85309,2005,Purple White,Surat,2
1235,S993772,Toyota Innova 2.5 GX 8 STR BS-IV,950000,85000,2012,Silky Gold Mica Metallic,Surat,1
1236,S996387,Toyota Innova 2.5 G 8 STR BS-IV,1250000,90000,2014,Silver Mica Metalic,Surat,3
1237,S988752,Toyota Innova 2.5 VX 7 STR BS-IV,1120000,148000,2013,Grey Mica Metallic,Surat,2
1238,D1477955,Toyota Fortuner 3.0 4x2 AT,1851000,25495,2013,White,Patna,1
