,Seller,PriceNumeric,KmNumeric,MakeYear,RootName,Color,Fuel,GearBox,CityName,OwnerTypeId,BodyStyleId,enc_seller,enc_gearBox,enc_fuel,enc_color_silver,enc_color_white,enc_color_grey,enc_color_gold,enc_color_black,enc_color_blue,enc_color_other,enc_city_new_delhi,enc_city_mumbai,enc_city_bangalore,enc_city_hyderabad,enc_city_chennai,enc_city_thane,enc_city_other,enc_name_innova,enc_name_fortuner,enc_name_corolla_altis,enc_name_etios
189,Individual,650000,120000,2005,Innova,Silver Metallic,Diesel,Manual,Chennai,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
190,Individual,650000,120000,2005,Innova,Silver Metallic,Diesel,Manual,Chennai,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
191,Individual,675000,125000,2007,Innova,Champagne Mica Metallic,Diesel,Manual,Chennai,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
192,Dealer,600000,51000,2014,Etios,Grey,Diesel,Manual,Pune,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,Dealer,350000,70346,2011,Etios,Silver,Petrol,Manual,Pune,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,Dealer,350000,75000,2007,Corolla,White,Petrol,Manual,Pune,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
197,Dealer,490000,8000,2014,Etios,Grey,Petrol,Manual,Pune,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,Dealer,1150000,106957,2014,Innova,White,Diesel,Manual,Pune,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
199,Dealer,1000000,135296,2012,Innova,Silver,Diesel,Manual,Pune,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200,Dealer,1325000,23330,2014,Innova,Gold,Diesel,Manual,Pune,1,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,Dealer,490000,68130,2009,Corolla Altis,Silver,Petrol,Manual,Pune,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
202,Dealer,760000,69986,2009,Innova,Silver,Diesel,Manual,Pune,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
203,Dealer,225000,90000,2006,Corolla,Black,Petrol,Manual,Pune,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
204,Dealer,699000,117000,2010,Innova,Gold,Diesel,Manual,Pune,1,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
205,Dealer,700000,170000,2008,Innova,Red,Diesel,Manual,Pune,1,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
206,Dealer,4000000,110000,2010,Prado,White,Diesel,Automatic,Pune,2,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
207,Dealer,1345000,54000,2013,Innova,Grey,Diesel,Manual,Pune,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
208,Dealer,345000,36500,2011,Etios,Silver,Petrol,Manual,Pune,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,Dealer,1500000,66000,2014,Innova,Silver,Diesel,Manual,Pune,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
210,Dealer,1225000,84968,2013,Innova,Silver,Diesel,Manual,Pune,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
211,Dealer,1200000,89807,2013,Innova,Grey,Diesel,Manual,Pune,2,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
212,Dealer,875000,122124,2011,Innova,Silver,Diesel,Manual,Pune,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
213,Dealer,1425000,124047,2011,Fortuner,Silver,Diesel,Manual,Pune,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
214,Dealer,201000,94000,2003,Corolla,Silver,Petrol,Automatic,Pune,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
215,Dealer,1725000,105967,2012,Fortuner,White,Diesel,Manual,Pune,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
221,Dealer,375000,71000,2008,Corolla Altis,Silver,Petrol,Manual,Pune,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
222,Dealer,750000,109000,2010,Innova,Grey,Diesel,Manual,Pune,2,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
223,Dealer,360000,37147,2011,Etios,White,Petrol,Manual,Pune,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,Dealer,400000,70000,2011,Etios,Beige,Petrol,Manual,Pune,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
225,Dealer,1375000,77000,2013,Innova,White,Diesel,Manual,Pune,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
226,Dealer,500000,90000,2008,Corolla Altis,Brown,Petrol,Manual,Pune,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
227,Dealer,1125000,88000,2013,Innova,Silver,Diesel,Manual,Pune,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
228,Dealer,800000,109022,2010,Innova,Silver,Petrol,Manual,Pune,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
229,Dealer,1075000,126000,2012,Innova,Grey,Diesel,Manual,Pune,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230,Dealer,1450000,128000,2001,Land Cruiser,White,Diesel,Automatic,Pune,2,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
231,Dealer,925000,140000,2011,Innova,Silver,Diesel,Manual,Pune,3,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
232,Dealer,371000,88000,2009,Corolla Altis,Grey,CNG,Manual,Pune,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
233,Dealer,380000,91453,2010,Etios,Gold,Petrol,Manual,Pune,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234,Dealer,480000,62500,2013,Etios Liva,Red,Diesel,Manual,Pune,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
235,Dealer,1500000,81497,2015,Innova,White,Diesel,Manual,Pune,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
236,Dealer,440000,79481,2011,Etios,Silver,Diesel,Manual,Pune,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,Dealer,1475000,60000,2015,Innova,Silver,Diesel,Manual,Pune,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
238,Dealer,600000,125000,2011,Corolla Altis,Gold,Diesel,Manual,Pune,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
239,Dealer,599000,37174,2015,Etios,Black,Petrol,Manual,Pune,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
244,Dealer,349000,42673,2011,Etios,Blue,Petrol,Manual,Pune,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
245,Dealer,2000000,34252,2016,Innova,Silver,Diesel,Manual,Pune,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
246,Dealer,580000,108833,2012,Corolla Altis,White,Diesel,Manual,Pune,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
247,Dealer,790000,104325,2009,Innova,Grey,Diesel,Manual,Pune,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
248,Dealer,325000,140000,2008,Corolla Altis,Blue,Petrol,Manual,Pune,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
249,Dealer,370000,169328,2007,Innova,Gold,Petrol,Manual,Pune,3,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,Dealer,555000,167483,2007,Innova,Black,Diesel,Manual,Pune,2,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
251,Dealer,380000,45000,2011,Etios,White,Petrol,Manual,Pune,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252,Dealer,335000,44000,2012,Etios Liva,Blue,Petrol,Manual,Pune,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
253,Dealer,600000,35295,2015,Etios,Black,Petrol,Manual,Pune,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
254,Dealer,351000,62000,2008,Corolla Altis,White,Petrol,Manual,Pune,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
255,Dealer,415000,53492,2012,Etios,Silver,Petrol,Manual,Pune,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256,Dealer,1425000,55990,2015,Innova,Grey,Diesel,Manual,Pune,2,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
257,Dealer,2150000,29000,2016,Innova,Silver,Diesel,Automatic,Pune,1,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
258,Dealer,799000,50000,2012,Corolla Altis,White,Petrol,Automatic,Pune,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
259,Dealer,625000,105000,2011,Corolla Altis,White,Diesel,Manual,Pune,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
260,Dealer,650000,57924,2007,Innova,Silver,Diesel,Manual,Pune,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
261,Dealer,750000,88904,2010,Innova,Silver,Diesel,Manual,Pune,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
262,Dealer,2700000,20000,2016,Fortuner,White,Diesel,Automatic,Pune,2,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
263,Dealer,470000,123236,2012,Etios,Gold,Diesel,Manual,Pune,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
268,Dealer,1090000,111134,2013,Innova,Grey,Diesel,Manual,Pune,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
269,Dealer,1250000,107050,2010,Fortuner,Black,Diesel,Manual,Pune,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
270,Dealer,700000,127589,2012,Corolla Altis,Silver,Diesel,Manual,Pune,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
271,Dealer,1450000,133064,2012,Fortuner,Black,Diesel,Manual,Pune,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
272,Dealer,950000,135000,2012,Innova,Silver,Diesel,Manual,Pune,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
273,Dealer,525000,115000,2006,Innova,White,Petrol,Manual,Pune,1,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
274,Dealer,1250000,162199,2011,Fortuner,Black,Diesel,Manual,Pune,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
275,Dealer,325000,110000,2005,Corolla,Maroon,Petrol,Automatic,Pune,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
276,Dealer,975000,430000,2011,Innova,Silver,Diesel,Manual,Pune,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
277,Dealer,770000,58000,2010,Innova,Gold,Diesel,Manual,Pune,1,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
278,Dealer,550000,27000,2014,Etios,Orange,Petrol,Manual,Pune,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
279,Dealer,385000,51000,2011,Etios,Blue,Petrol,Manual,Pune,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
280,Dealer,460000,51000,2014,Etios,Silver,Petrol,Manual,Pune,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
281,Dealer,155000,97000,2003,Corolla,White,Petrol,Manual,Pune,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
282,Dealer,250000,112000,2006,Corolla,White,Petrol,Manual,Pune,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
283,Dealer,540000,81000,2012,Etios,White,Diesel,Manual,Pune,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,Dealer,800000,90000,2009,Innova,Silver,Diesel,Manual,Pune,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
285,Dealer,1150000,85000,2012,Innova,Silver,Diesel,Manual,Pune,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
286,Dealer,800000,111000,2010,Innova,White,Diesel,Manual,Pune,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
287,Dealer,1225000,103000,2013,Innova,Grey,Diesel,Manual,Pune,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
292,Dealer,1300001,95000,2010,Fortuner,Blue,Diesel,Manual,Pune,1,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
293,Dealer,550000,80000,2010,Corolla Altis,Silver,Diesel,Manual,Pune,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
294,Dealer,750000,135000,2010,Innova,Gold,Diesel,Manual,Pune,2,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
295,Dealer,475000,140000,2006,Innova,Silver,Diesel,Manual,Pune,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
296,Dealer,875000,135000,2011,Innova,Blue,Diesel,Manual,Pune,1,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
297,Dealer,1275000,150000,2009,Fortuner,White,Diesel,Manual,Pune,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
298,Dealer,850000,180000,2012,Innova,White,Diesel,Manual,Pune,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
299,Dealer,1150000,160000,2013,Innova,Silver,Petrol,Manual,Pune,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
300,Dealer,1200000,177816,2009,Fortuner,White,Diesel,Manual,Pune,2,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
301,Dealer,750000,194000,2009,Innova,Silver,Diesel,Manual,Pune,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
302,Dealer,950000,280000,2012,Innova,Beige,Diesel,Manual,Pune,1,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
303,Dealer,7900000,145000,2013,Land Cruiser,White,Diesel,Automatic,Pune,1,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
304,Dealer,1050000,154000,2012,Innova,Grey,Diesel,Manual,Pune,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
305,Individual,1050000,42500,2011,Innova,,Diesel,Manual,Pune,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
306,Individual,500000,63000,2013,Etios Liva,Gray,Diesel,Manual,Pune,2,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
307,Individual,775000,6500,2017,Etios,Silver,Diesel,Manual,Pune,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308,Individual,340000,45000,2012,Etios,Vermillion Red,Petrol,Manual,Pune,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
309,Individual,780000,35000,2016,Etios,,Diesel,Manual,Pune,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
310,Individual,790000,59000,2012,Corolla Altis,White Pearl Mica,Diesel,Manual,Pune,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
311,Individual,1400000,41000,2015,Innova,Grey Mica Metallic,Diesel,Manual,Pune,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
316,Individual,430000,89000,2012,Etios,,Diesel,Manual,Pune,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
317,Individual,520000,89379,2005,Camry,White,Petrol,Automatic,Pune,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
318,Individual,1400000,100000,2014,Innova,,Diesel,Manual,Pune,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
319,Individual,600000,150000,2014,Etios,,Diesel,Manual,Pune,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
320,Individual,900000,139000,2010,Innova,Grey,Diesel,Manual,Pune,1,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
321,Individual,550000,150000,2013,Etios,Classic Grey,Diesel,Manual,Pune,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
322,Individual,515000,170002,2006,Innova,Silver Mica,Diesel,Manual,Pune,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
323,Individual,889000,177000,2013,Innova,White,Diesel,Manual,Pune,2,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
324,Individual,650000,210000,2011,Innova,White,Diesel,Manual,Pune,1,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
325,Dealer,350000,35000,2011,Etios,White,Petrol,Manual,Pune,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,Dealer,1250000,98000,2013,Innova,Silver,Petrol,Manual,Pune,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
327,Dealer,1890000,65000,2013,Fortuner,Black,Diesel,Manual,Pune,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
328,Individual,348000,19500,2014,Etios,Classic Grey,Petrol,Manual,Pune,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
329,Individual,600000,50100,2013,Etios,Symphony Silver,Diesel,Manual,Pune,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
330,Individual,480000,50000,2012,Etios Liva,White,Diesel,Manual,Pune,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
331,Individual,1250000,34500,2014,Innova,White,Diesel,Manual,Pune,1,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
332,Individual,1250000,34700,2014,Innova,White,Petrol,Manual,Pune,1,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
333,Individual,530000,60000,2012,Etios,White,Diesel,Manual,Pune,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,Individual,789000,58000,2013,Corolla Altis,Super White Ll,Petrol,Automatic,Pune,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
335,Individual,950000,45000,2013,Innova,Grey Mica Metallic,Diesel,Manual,Pune,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
337,Individual,1325000,37000,2014,Innova,Silky Gold Mica Metallic,Diesel,Manual,Pune,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
338,Individual,1100000,51000,2015,Innova,Golden Beige,Diesel,Manual,Pune,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
339,Individual,155000,77600,2003,Corolla,Silver,Petrol,Automatic,Pune,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
340,Individual,250000,87000,2006,Corolla,White,Petrol,Automatic,Pune,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
341,Individual,222222,87000,2005,Corolla,,Petrol,Automatic,Pune,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
342,Individual,370000,78000,2011,Etios,Symphony Silver,Diesel,Manual,Pune,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
343,Individual,500000,86000,2015,Etios,White,Diesel,Manual,Pune,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,Individual,150000,97000,2003,Corona,,Petrol,Manual,Pune,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
345,Individual,175000,93500,2005,Corolla,Gold,Petrol,Automatic,Pune,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
346,Individual,180000,93500,2005,Corolla,Silver,Petrol,Automatic,Pune,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
347,Individual,2300000,37000,2014,Fortuner,Super White,Diesel,Automatic,Pune,2,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
348,Individual,2300000,37000,2014,Fortuner,Super White,Diesel,Automatic,Pune,2,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
349,Individual,450000,100000,2006,Innova,Silver,Diesel,Manual,Pune,1,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
350,Individual,1200000,81000,2011,Corolla Altis,Champagne Mica Metallic,Diesel,Manual,Pune,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
351,Individual,1580000,65000,2015,Innova,Silver Mica Metallic,Diesel,Manual,Pune,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
352,Individual,380000,100000,2011,Etios Liva,Vermilion Red,Diesel,Manual,Pune,2,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
353,Individual,450000,110000,2013,Etios,Steel Grey,Diesel,Manual,Pune,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
354,Individual,1200000,90000,2013,Innova,,Diesel,Manual,Pune,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
355,Individual,550000,102000,2007,Innova,Silver Metallic,Diesel,Manual,Pune,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
356,Individual,250000,125000,2007,Corona,,Petrol,Manual,Pune,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
357,Individual,320000,115000,2008,Corolla Altis,White Pearl Mica,Petrol,Manual,Pune,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
358,Individual,1300000,95000,2014,Innova,Grey Mica Metallic,Diesel,Manual,Pune,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
359,Individual,1110000,105000,2005,Prado,Biege Metallic,Petrol,Automatic,Pune,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
360,Dealer,320000,77000,2007,Corolla,Silver,Petrol,Manual,Ahmedabad,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
361,Dealer,550000,38856,2013,Etios,Silver,Diesel,Manual,Ahmedabad,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
362,Dealer,325000,55000,2011,Etios,Silver,Petrol,Manual,Ahmedabad,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
364,Dealer,430000,67000,2012,Etios,Silver,Diesel,Manual,Ahmedabad,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
365,Dealer,650000,78000,2009,Innova,Blue,Diesel,Manual,Ahmedabad,6,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
366,Dealer,350000,97000,2012,Etios,Silver,Diesel,Manual,Ahmedabad,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
367,Dealer,1950000,85000,2013,Fortuner,White,Diesel,Automatic,Ahmedabad,1,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
368,Dealer,1050000,75000,2010,Fortuner,Silver,Diesel,Manual,Ahmedabad,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
369,Dealer,215000,75000,2004,Corolla,Black,Petrol,Manual,Ahmedabad,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
370,Dealer,425000,57000,2008,Corolla Altis,Silver,Petrol,Manual,Ahmedabad,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
371,Dealer,450000,72000,2012,Etios,White,Diesel,Manual,Ahmedabad,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
372,Dealer,275000,78000,2006,Corolla,White,Petrol,Manual,Ahmedabad,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
373,Dealer,1950000,65334,2014,Fortuner,White,Diesel,Manual,Ahmedabad,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
374,Dealer,485000,80000,2005,Innova,Blue,Diesel,Manual,Ahmedabad,2,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
375,Dealer,1750000,51000,2012,Fortuner,White,Diesel,Manual,Ahmedabad,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
376,Dealer,520000,64000,2014,Etios,White,Diesel,Manual,Ahmedabad,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
