Seller,PriceNumeric,KmNumeric,MakeYear,RootName,Color,Fuel,GearBox,CityName,OwnerTypeId,BodyStyleId,enc_seller,enc_gearBox,enc_fuel,enc_color_silver,enc_color_white,enc_color_grey,enc_color_gold,enc_color_black,enc_color_blue,enc_color_other,enc_city_new_delhi,enc_city_mumbai,enc_city_bangalore,enc_city_hyderabad,enc_city_chennai,enc_city_thane,enc_city_other,enc_name_innova,enc_name_fortuner,enc_name_corolla_altis,enc_name_etios,label
Dealer,595000,75662,2009,Innova,Blue,Diesel,Manual,Kolkata,1,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17
Dealer,615000,66518,2010,Innova,White,Diesel,Manual,Kolkata,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25
Dealer,745000,116380,2012,Innova,Blue,Diesel,Manual,Kolkata,1,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17
Dealer,825000,144268,2012,Innova,Gold,Diesel,Manual,Kolkata,1,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17
Dealer,175000,45001,2005,Corolla,Gold,Petrol,Manual,Kolkata,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22
Dealer,775000,35000,2014,Corolla Altis,Silver,Petrol,Automatic,Kolkata,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
Dealer,439000,45000,2009,Innova,Red,Petrol,Manual,Kolkata,1,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
Dealer,794998,76550,2011,Innova,Silver,Diesel,Manual,Kolkata,4,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
Dealer,690000,96400,2009,Innova,Grey,Diesel,Manual,Kolkata,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23
Dealer,1450000,56876,2012,Fortuner,White,Diesel,Manual,Kolkata,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
Dealer,1499000,55000,2012,Fortuner,Grey,Diesel,Manual,Kolkata,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29
Dealer,270000,35537,2012,Etios Liva,Blue,Petrol,Manual,Kolkata,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,27
Dealer,1650000,51723,2012,Fortuner,White,Diesel,Manual,Kolkata,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
Dealer,1650000,46990,2012,Fortuner,White,Diesel,Manual,Kolkata,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
Dealer,1250000,67587,2010,Fortuner,White,Diesel,Manual,Kolkata,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
Dealer,1149000,48150,2010,Fortuner,Grey,Diesel,Manual,Kolkata,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29
Dealer,349000,67528,2010,Corolla Altis,White,Diesel,Manual,Kolkata,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Dealer,375000,45000,2010,Corolla Altis,White,Petrol,Manual,Kolkata,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Dealer,675000,49000,2011,Corolla Altis,Silver,Diesel,Manual,Kolkata,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
Dealer,970000,41164,2015,Corolla Altis,White,Diesel,Manual,Kolkata,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
Dealer,324999,59372,2009,Corolla Altis,Beize,Petrol,Manual,Kolkata,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14
Dealer,569000,65000,2010,Innova,Blue,Diesel,Manual,Kolkata,1,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17
Dealer,575500,71295,2009,Innova,Blue,Diesel,Manual,Kolkata,1,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17
Dealer,599000,71827,2010,Innova,Beige,Diesel,Manual,Kolkata,1,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7
Dealer,1100000,70215,2010,Fortuner,Blue,Diesel,Manual,Kolkata,1,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,29
Dealer,1800000,28000,2016,Innova,White,Diesel,Automatic,Kolkata,1,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25
Dealer,300000,87000,2008,Innova,Gold,Diesel,Manual,Kolkata,1,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17
Dealer,749999,137673,2011,Innova,Silver,Diesel,Manual,Kolkata,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Dealer,724999,175443,2011,Innova,Silver,Diesel,Manual,Kolkata,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Dealer,439000,45000,2008,Innova,Red,Diesel,Manual,Kolkata,1,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
Dealer,1339112,26000,2011,Fortuner,White,Diesel,Manual,Kolkata,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
Dealer,700000,69000,2011,Innova,White,Diesel,Manual,Kolkata,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25
Dealer,199999,62424,2003,Camry,Black,Petrol,Manual,Kolkata,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22
Dealer,140000,105000,2005,Corolla,Red,Petrol,Manual,Kolkata,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,22
Dealer,674998,86001,2010,Innova,Silver,Petrol,Manual,Kolkata,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Dealer,1199999,58000,2010,Fortuner,White,Diesel,Manual,Kolkata,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
Dealer,480000,94423,2009,Innova,Grey,Diesel,Manual,Kolkata,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23
Dealer,630000,90000,2010,Innova,Silver,Diesel,Manual,Kolkata,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Dealer,360000,112000,2006,Innova,White,Petrol,Manual,Kolkata,1,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
Individual,550000,64960,2009,Innova,Grey Mica Metallic,Diesel,Manual,Kolkata,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7
Individual,500000,94000,2008,Innova,Beige,Diesel,Manual,Kolkata,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,21
Individual,1140000,15000,2014,Innova,,Diesel,Manual,Kolkata,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20
Individual,275000,68000,2011,Etios,,Petrol,Manual,Kolkata,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12
Dealer,1251001,35000,2010,Fortuner,Silver,Diesel,Manual,Kolkata,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29
Individual,450000,9890,2014,Etios,Symphony Silver,Petrol,Manual,Kolkata,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12
Individual,595000,3400,2016,Etios,Red,Petrol,Manual,Kolkata,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24
Individual,375000,15000,2014,Etios Liva,White,Petrol,Manual,Kolkata,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27
Individual,315000,12093,2012,Etios Liva,Blue,Petrol,Manual,Kolkata,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,27
Individual,340000,37000,2013,Etios Liva,Symphony Silver,Diesel,Manual,Kolkata,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
Individual,595000,38000,2013,Corolla Altis,Silver,Petrol,Manual,Kolkata,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
Individual,1000000,25000,2016,Fortuner,,Diesel,Automatic,Kolkata,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10
Individual,400000,43000,2011,Etios,White,Petrol,Manual,Kolkata,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
Individual,1319001,15107,2014,Corolla Altis,Pearl White,Diesel,Manual,Kolkata,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24
Individual,520000,46000,2010,Corolla Altis,Silver,Petrol,Manual,Kolkata,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
Individual,420000,45000,2015,Etios,New Pearl White,Diesel,Manual,Kolkata,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24
Individual,360000,56000,2012,Etios Liva,White,Diesel,Manual,Kolkata,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27
Individual,1830000,15400,2016,Innova,,Diesel,Automatic,Kolkata,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20
Individual,670000,65000,2011,Innova,Silver,Diesel,Manual,Kolkata,2,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Individual,2024999,30000,2015,Fortuner,White Pearl,Diesel,Manual,Kolkata,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10
Individual,500000,67690,2007,Innova,Black,Diesel,Manual,Kolkata,1,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
Individual,640000,84000,2010,Innova,Silver Mica,Diesel,Manual,Kolkata,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7
Individual,290000,100480,2011,Etios,White,Diesel,Manual,Kolkata,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
Individual,500000,97000,2009,Innova,Silver Metallic,Diesel,Manual,Kolkata,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,21
Individual,400000,100000,2013,Etios,Symphony Silver,Diesel,Manual,Kolkata,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24
Individual,800000,100000,2012,Innova,White,Diesel,Manual,Kolkata,1,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25
Individual,450000,119000,2007,Innova,,Petrol,Manual,Kolkata,2,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,21
Individual,785000,146000,2010,Innova,,Diesel,Manual,Kolkata,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7
Dealer,1025000,71123,2012,Innova,Blue,Diesel,Manual,Thane,1,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,17
Dealer,1010000,77123,2012,Innova,Silver,Diesel,Manual,Thane,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
Dealer,1275000,73418,2010,Fortuner,Silver,Diesel,Manual,Thane,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,29
Dealer,575000,130123,2007,Innova,Green,Diesel,Manual,Thane,2,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4
Dealer,170000,117123,2003,Corolla,White,Petrol,Manual,Thane,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22
Dealer,500000,114123,2006,Innova,Gold,Diesel,Manual,Thane,1,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4
Dealer,275000,68000,2005,Camry,Gold,Petrol,Manual,Thane,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15
Dealer,255000,38620,2004,Camry,White,Petrol,Manual,Thane,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15
Dealer,365000,30300,2011,Etios,Beize,Petrol,Manual,Thane,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12
Dealer,250000,101495,2007,Corolla,White,Petrol,Manual,Thane,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22
Dealer,1100000,27000,2011,Innova,White,Diesel,Manual,Thane,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25
Dealer,520000,50603,2011,Corolla Altis,Silver,Petrol,Manual,Thane,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18
Dealer,565001,42283,2011,Corolla Altis,Blue,Petrol,Manual,Thane,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18
Dealer,1045000,42000,2012,Innova,Gold,Diesel,Manual,Thane,1,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,17
Dealer,985000,51000,2012,Innova,White,Diesel,Manual,Thane,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25
Dealer,486000,76293,2010,Corolla Altis,White,CNG,Manual,Thane,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Dealer,424000,56448,2009,Corolla Altis,Blue,Petrol,Automatic,Thane,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18
Dealer,595001,50533,2011,Corolla Altis,Silver,Petrol,Manual,Thane,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18
Dealer,850000,70177,2011,Innova,White,Diesel,Manual,Thane,2,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25
Dealer,725000,67028,2009,Innova,Silver,Petrol,Manual,Thane,2,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Dealer,865000,64000,2011,Innova,Silver,Diesel,Manual,Thane,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
Dealer,1370000,45500,2014,Innova,White,Diesel,Manual,Thane,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25
Dealer,365000,86000,2009,Corolla Altis,Blue,Petrol,Manual,Thane,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18
Dealer,445000,74158,2009,Corolla Altis,Gold,Petrol,Manual,Thane,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18
Dealer,950000,58000,2013,Innova,Silver,Diesel,Manual,Thane,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
Dealer,911000,95000,2012,Innova,White,Diesel,Manual,Thane,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25
Dealer,900000,84288,2011,Innova,Silver,Diesel,Manual,Thane,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
Dealer,225001,72000,2004,Corolla,White,Petrol,Manual,Thane,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15
Dealer,315000,112000,2011,Etios Liva,Red,Petrol,Manual,Thane,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3
Dealer,950000,64000,2012,Innova,Grey,Diesel,Manual,Thane,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,23
Dealer,925001,97000,2012,Innova,Red,Diesel,Manual,Thane,1,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,7
Dealer,1050000,109242,2012,Innova,Grey,Diesel,Manual,Thane,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,23
Dealer,845000,144000,2010,Innova,White,Diesel,Manual,Thane,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25
Dealer,675000,159000,2009,Innova,Gold,Diesel,Manual,Thane,2,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Dealer,950000,136046,2012,Innova,Silver,Diesel,Manual,Thane,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
Dealer,545001,127000,2006,Innova,Black,Diesel,Manual,Thane,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4
Dealer,565000,42000,2011,Corolla Altis,Silver,Petrol,Manual,Thane,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18
Dealer,1349999,47000,2015,Innova,Brown,Diesel,Manual,Thane,1,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,20
Dealer,1271000,59282,2015,Innova,Beize,Diesel,Manual,Thane,1,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,20
Dealer,850001,73000,2011,Innova,Blue,Diesel,Manual,Thane,1,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,17
Dealer,950001,77001,2012,Innova,Silver,Diesel,Manual,Thane,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
Dealer,150000,119300,2003,Corolla,White,Petrol,Automatic,Thane,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15
Dealer,950000,95144,2012,Innova,White,Diesel,Manual,Thane,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25
Dealer,875000,144001,2011,Innova,Silver,Diesel,Manual,Thane,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
Dealer,1350000,140000,2011,Fortuner,Grey,Diesel,Manual,Thane,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,29
Dealer,925000,95001,2012,Innova,White,Diesel,Manual,Thane,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25
Dealer,385000,56700,2012,Etios Liva,Red,Petrol,Manual,Thane,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3
Dealer,1265000,42000,2014,Innova,Grey,Diesel,Manual,Thane,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,23
Dealer,690000,89000,2010,Innova,White,Diesel,Manual,Thane,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25
Dealer,900000,97401,2012,Innova,Red,Diesel,Manual,Thane,1,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,7
Dealer,749000,72000,2012,Innova,Silver,Diesel,Manual,Thane,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
Dealer,1150000,118970,2014,Innova,Silver,Diesel,Manual,Thane,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
Dealer,1195000,92766,2013,Innova,Silver,Diesel,Manual,Thane,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
Dealer,1075000,118000,2009,Fortuner,Black,Diesel,Manual,Thane,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,29
Dealer,995000,101000,2012,Innova,Gold,Diesel,Manual,Thane,1,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,17
Dealer,1175000,75000,2014,Innova,White,Diesel,Manual,Thane,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25
Dealer,925000,105000,2012,Innova,Grey,Diesel,Manual,Thane,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,23
Dealer,1250000,25000,2013,Innova,Bronze,Diesel,Manual,Thane,1,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,20
Dealer,725000,137000,2010,Innova,Gold,Diesel,Manual,Thane,1,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,17
Dealer,475000,355000,2006,Innova,Gold,Diesel,Manual,Thane,2,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Dealer,350000,53740,2008,Corolla Altis,White,Petrol,Automatic,Thane,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Dealer,425000,75232,2005,Innova,Red,Diesel,Manual,Thane,1,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4
Dealer,825000,71332,2011,Innova,Grey,Diesel,Manual,Thane,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,23
Dealer,475000,102882,2005,Innova,Silver,Diesel,Manual,Thane,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4
Dealer,1125000,195000,2010,Fortuner,White,Diesel,Manual,Thane,2,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16
Dealer,1395000,50000,2015,Innova,White,Diesel,Manual,Thane,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25
Dealer,570000,4000,2017,Etios,Silver,Diesel,Manual,Thane,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,27
Individual,350000,73500,2008,Corolla Altis,Silver Mm,Petrol,Manual,Thane,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,14
Individual,1200000,69000,2012,Innova,Champaign Gold,Diesel,Manual,Thane,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,7
Individual,500000,110000,2007,Innova,,Diesel,Manual,Thane,3,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,21
Dealer,171000,67000,2004,Corolla,White,Petrol,Manual,Thane,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15
Individual,268000,68000,2011,Etios,Serene Bluish Silver,Petrol,Manual,Thane,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12
Individual,725000,68000,2010,Innova,Grey Mica Metallic,Diesel,Manual,Thane,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,21
Individual,725000,68000,2010,Innova,Grey Mica Metallic,Diesel,Manual,Thane,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,21
Individual,350000,90000,2011,Etios,White,Petrol,Manual,Thane,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11
Individual,550000,105000,2008,Innova,Silver Metallic,Petrol,Manual,Thane,2,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,21
Individual,1075000,105000,2012,Innova,Silky Gold Mica Metallic,Diesel,Manual,Thane,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,21
Individual,1400000,112000,2010,Fortuner,Super White,Diesel,Manual,Thane,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,10
Individual,580000,177115,2009,Innova,Silver Metallic,Diesel,Manual,Thane,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,7
Individual,170000,255350,2002,Qualis,White,Diesel,Manual,Thane,8,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9
Individual,350000,249000,2006,Innova,Black Mica,Diesel,Manual,Thane,3,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,21
Dealer,800000,80000,2010,Innova,Silver,Diesel,Manual,Lucknow,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Dealer,465000,48000,2012,Etios,Silver,Diesel,Manual,Lucknow,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26
Dealer,2400000,59001,2015,Fortuner,White,Diesel,Automatic,Lucknow,1,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
Dealer,1850000,75000,2013,Fortuner,White,Diesel,Manual,Lucknow,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
Dealer,1300000,35000,2015,Innova,Silver,Diesel,Manual,Lucknow,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Dealer,2250000,15000,2016,Innova,White,Diesel,Automatic,Lucknow,1,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25
Dealer,1150000,150000,2010,Fortuner,White,Diesel,Manual,Lucknow,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
Dealer,550000,65000,2013,Etios,White,Diesel,Manual,Lucknow,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
Dealer,2400000,85000,2014,Fortuner,White,Diesel,Automatic,Lucknow,1,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
Dealer,590000,161000,2007,Innova,Silver,Diesel,Manual,Lucknow,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
Dealer,950000,160000,2012,Innova,Grey,Diesel,Manual,Lucknow,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23
Dealer,170000,10005,2002,Qualis,White,Diesel,Manual,Lucknow,2,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
Dealer,160000,95000,2002,Qualis,White,Diesel,Manual,Lucknow,3,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
Dealer,325000,80000,2009,Corolla Altis,Blue,Petrol,Manual,Lucknow,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18
