,ProfileId,Seller,PriceNumeric,KmNumeric,MakeYear,RootName,Color,Fuel,GearBox,CityName,OwnerTypeId,BodyStyleId
3449,S992510,Individual,1750000,85000,2013,Fortuner,White Pearl,Diesel,Automatic,New Delhi,1,6
3451,S992091,Individual,1600000,90000,2013,Fortuner,Grey Metallic,Diesel,Automatic,New Delhi,1,6
3452,S974379,Individual,750000,110000,2011,Innova,Champagne,Diesel,Manual,New Delhi,1,6
3453,S994394,Individual,750000,115000,2011,Innova,Grey Mica Metallic,Diesel,Manual,New Delhi,1,6
3458,S967975,Individual,550000,125000,2008,Innova,,Petrol,Manual,New Delhi,1,6
3459,S994408,Individual,650000,114000,2009,Innova,Grey,Diesel,Manual,New Delhi,1,6
3460,S970406,Individual,700000,116000,2011,Innova,,Diesel,Manual,New Delhi,2,6
3461,S970398,Individual,700000,116000,2011,Innova,,Diesel,Manual,New Delhi,2,6
3463,S968016,Individual,200000,130000,2006,Corolla,,Petrol,Automatic,New Delhi,3,2
3464,S991265,Individual,140000,140000,2005,Corolla,Gold,Petrol,Automatic,New Delhi,1,2
3465,S981367,Individual,569000,125000,2013,Etios Liva,Classic Grey,Diesel,Manual,New Delhi,1,3
3466,S984017,Individual,920000,116000,2009,Fortuner,Silver Mica Metallic,Diesel,Manual,New Delhi,2,6
3470,S990562,Individual,1100000,124000,2013,Innova,Silky Gold Mica Metallic,Diesel,Manual,New Delhi,1,6
3472,S999356,Individual,725000,130000,2012,Innova,Silver,Diesel,Manual,New Delhi,1,6
3474,S987423,Individual,2300000,80000,2015,Fortuner,Silky Gold Mica Metallic,Diesel,Automatic,New Delhi,1,6
3475,S987426,Individual,2300000,80000,2015,Fortuner,Silky Gold Mica Metallic,Diesel,Automatic,New Delhi,1,6
3476,S974318,Individual,500000,140000,2007,Innova,,Petrol,Manual,New Delhi,1,6
3483,S958701,Individual,800000,140000,2010,Innova,Champagne,Petrol,Manual,New Delhi,1,6
3484,S984802,Individual,491000,148000,2008,Innova,White,Diesel,Manual,New Delhi,1,6
3486,S989938,Individual,400000,150000,2008,Innova,Black Mica,Diesel,Manual,New Delhi,1,6
3488,S960391,Individual,840000,144000,2012,Innova,,Diesel,Manual,New Delhi,2,6
3490,S989288,Individual,289917,170000,2008,Corolla Altis,Light Blue Metallic,Petrol,Manual,New Delhi,2,1
3491,S984901,Individual,650000,165000,2010,Innova,Golden,Diesel,Manual,New Delhi,1,6
3493,S976862,Individual,1725000,145000,2013,Fortuner,White Pearl,Diesel,Automatic,New Delhi,1,6
3495,S974873,Individual,1100000,178000,2010,Fortuner,Super White,Diesel,Manual,New Delhi,1,6
3497,S989912,Individual,1200000,180000,2009,Fortuner,Super White,Diesel,Manual,New Delhi,2,6
3498,S983709,Individual,427000,210000,2007,Innova,Silver Mica,Diesel,Manual,New Delhi,1,6
3499,S991814,Individual,600000,220000,2010,Innova,Silver,Diesel,Manual,New Delhi,1,6
3500,S998698,Individual,500000,240000,2007,Innova,Champagne Mica Metallic,Petrol,Manual,New Delhi,1,6
4150,S997280,Individual,1750000,86000,2013,Fortuner,Super White,Diesel,Manual,New Delhi,2,6
4151,S959349,Individual,1500000,95000,2012,Fortuner,White,Diesel,Automatic,New Delhi,1,6
4152,S976860,Individual,1725000,145000,2013,Fortuner,White Pearl,Diesel,Automatic,New Delhi,1,6
4862,D1482544,Dealer,529999,43000,2012,Etios,Beige,Diesel,Manual,Bangalore,1,1
4863,D1483916,Dealer,430000,88800,2009,Corolla Altis,Beige,Petrol,Manual,Bangalore,3,1
4864,D1413674,Dealer,1385000,84077,2013,Innova,Beige,Diesel,Manual,Bangalore,1,6
4868,D1486100,Dealer,1375000,89000,2013,Innova,Beige,Diesel,Manual,Bangalore,1,6
4869,D1471282,Dealer,465000,49585,2013,Etios Liva,Beige,Petrol,Manual,Bangalore,1,3
4870,D1480938,Dealer,1135000,64000,2011,Innova,Beize,Diesel,Manual,Bangalore,1,6
4871,D1482068,Dealer,640000,121000,2010,Corolla Altis,Beize,Petrol,Automatic,Bangalore,2,1
4872,D1456525,Dealer,2650000,32327,2015,Fortuner,Beige,Diesel,Automatic,Bangalore,1,6
4873,D1464662,Dealer,1650000,62000,2015,Innova,Beige,Diesel,Manual,Bangalore,1,6
4874,D1463165,Dealer,1375000,155000,2013,Innova,Beige,Diesel,Manual,Bangalore,2,6
4875,D1456636,Dealer,1495000,17700,2015,Innova,Beige,Diesel,Manual,Bangalore,2,6
4876,D1479536,Dealer,2385000,12349,2016,Innova,White,Diesel,Automatic,Bangalore,1,6
4877,D1427734,Dealer,1575000,32180,2014,Innova,Beige,Diesel,Manual,Bangalore,1,6
4878,D1345090,Dealer,1600000,28000,2015,Innova,Beige,Diesel,Manual,Bangalore,1,6
4879,D1479987,Dealer,1575000,86000,2015,Innova,Beize,Diesel,Manual,Bangalore,1,6
4880,D1441900,Dealer,990000,140071,2009,Innova,Beige,Diesel,Manual,Bangalore,1,6
4881,D1437463,Dealer,945000,160000,2009,Innova,Beige,Diesel,Manual,Bangalore,1,6
4882,D1468376,Dealer,1300000,156986,2010,Fortuner,Beige,Diesel,Manual,Bangalore,2,6
4883,D1466492,Dealer,710000,54000,2011,Corolla Altis,Beige,Diesel,Manual,Bangalore,2,1
4884,D1463877,Dealer,1400000,13500,2015,Innova,Beige,Diesel,Manual,Bangalore,1,6
4885,D1463941,Dealer,1465000,66400,2015,Innova,Beige,Diesel,Manual,Bangalore,1,6
4890,D1453585,Dealer,1595000,112116,2015,Innova,Beige,Diesel,Manual,Bangalore,1,6
4891,D1461604,Dealer,660000,89000,2011,Corolla Altis,Beize,Petrol,Manual,Bangalore,2,1
4892,D1472111,Dealer,1150000,116000,2009,Fortuner,Black,Diesel,Manual,Bangalore,3,6
4893,D1435262,Dealer,415000,30196,2011,Etios Liva,Black,Petrol,Manual,Bangalore,1,3
4894,D1435227,Dealer,530000,32986,2012,Etios,Black,Diesel,Manual,Bangalore,1,1
4896,D1471233,Dealer,800000,132218,2009,Innova,Black,Diesel,Manual,Bangalore,2,6
4897,D1480932,Dealer,1575000,113000,2015,Innova,Black,Diesel,Manual,Bangalore,1,6
4900,D1308075,Dealer,375000,60000,2004,Qualis,Black,Diesel,Manual,Bangalore,2,6
4901,D1408276,Dealer,2200000,36000,2014,Fortuner,Black,Diesel,Manual,Bangalore,1,6
4902,D1393078,Dealer,875000,75000,2008,Innova,Black,Diesel,Manual,Bangalore,2,6
4903,D1412403,Dealer,600000,144000,2006,Innova,Black,Diesel,Manual,Bangalore,2,6
4904,D1447726,Dealer,1000000,120000,2011,Innova,Black,Diesel,Manual,Bangalore,1,6
4905,D1476254,Dealer,280000,66000,2002,Camry,Black,Petrol,Manual,Bangalore,2,1
4906,D1480187,Dealer,700000,110000,2006,Innova,Black,Diesel,Manual,Bangalore,2,6
4907,D1416122,Dealer,275000,100000,2004,Corolla,Black,Petrol,Manual,Bangalore,2,1
4908,D1290419,Dealer,2400000,100000,2014,Fortuner,Black,Diesel,Manual,Bangalore,1,6
4909,D1470000,Dealer,400000,66000,2003,Camry,Black,Petrol,Manual,Bangalore,6,1
4910,D1463926,Dealer,675000,150000,2007,Innova,Black,Diesel,Manual,Bangalore,2,6
4911,S980649,Individual,1250000,120000,2013,Camry,Black,Petrol,Automatic,Bangalore,1,1
4912,D1481582,Dealer,535000,145000,2006,Innova,Black,Diesel,Manual,Bangalore,2,6
4913,D1471027,Dealer,650000,140000,2006,Innova,Black,Petrol,Manual,Bangalore,2,6
4914,S982140,Individual,350000,85000,2005,Corolla,Black,Petrol,Automatic,Bangalore,2,2
4915,S982353,Individual,715000,119000,2007,Innova,Black,Diesel,Manual,Bangalore,2,6
4921,S968497,Individual,750000,135000,2008,Innova,Black,Diesel,Manual,Bangalore,2,6
4922,D1456519,Dealer,1100000,103796,2012,Innova,Blue,Diesel,Manual,Bangalore,1,6
4923,D1435251,Dealer,360000,34000,2011,Etios Liva,Blue,Petrol,Manual,Bangalore,1,3
4924,D1423076,Dealer,525000,37827,2013,Etios Liva,Blue,Diesel,Manual,Bangalore,1,3
4926,D1461616,Dealer,375000,80073,2011,Etios Liva,Blue,Petrol,Manual,Bangalore,1,3
4927,D1488044,Dealer,475000,33060,2011,Etios,Blue,Petrol,Manual,Bangalore,1,1
4928,D1477630,Dealer,425000,80000,2011,Etios Liva,Blue,Diesel,Manual,Bangalore,1,3
4931,D1423068,Dealer,790000,103862,2009,Innova,Blue,Diesel,Manual,Bangalore,2,6
4932,D1420782,Dealer,450000,92182,2009,Corolla Altis,Blue,Petrol,Manual,Bangalore,1,1
4933,D1269047,Dealer,875000,75000,2009,Innova,Blue,Diesel,Manual,Bangalore,2,6
4934,D1482494,Dealer,950000,123000,2009,Innova,Blue,Diesel,Manual,Bangalore,1,6
4935,D1476536,Dealer,2299500,50000,2012,Fortuner,Blue,Diesel,Manual,Bangalore,1,6
4936,D1487357,Dealer,395000,42100,2011,Etios Liva,Blue,Petrol,Manual,Bangalore,2,3
4937,D1455830,Dealer,1055000,168226,2010,Innova,Blue,Diesel,Manual,Bangalore,1,6
4938,D1484148,Dealer,325000,70453,2006,Corolla,Blue,Petrol,Manual,Bangalore,1,1
4939,S971878,Individual,500000,100000,2005,Innova,Blue,Diesel,Manual,Bangalore,2,6
4941,S959053,Individual,2825000,32500,2015,Fortuner,Bronze,Diesel,Automatic,Bangalore,2,6
4942,D1461610,Dealer,450000,134564,2008,Corolla Altis,Bronze,Petrol,Manual,Bangalore,2,1
4943,S959244,Individual,1900000,6000,2017,Innova,Bronze,Diesel,Manual,Bangalore,1,6
4944,S959737,Individual,350000,137000,2003,Qualis,Brown,Diesel,Manual,Bangalore,1,6
4945,D1435258,Dealer,370000,50718,2011,Etios Liva,Gold,Petrol,Manual,Bangalore,1,3
4946,D1413693,Dealer,435000,67104,2011,Etios,Gold,Petrol,Manual,Bangalore,2,1
4949,D1471613,Dealer,1250000,48000,2013,Innova,Gold,Petrol,Manual,Bangalore,1,6
4950,D1460098,Dealer,1580000,62629,2014,Innova,Gold,Diesel,Manual,Bangalore,1,6
4951,D1479378,Dealer,1575000,55619,2015,Innova,Gold,Diesel,Manual,Bangalore,1,6
4952,D1435239,Dealer,995000,95240,2010,Innova,Gold,Diesel,Manual,Bangalore,1,6
4953,D1468112,Dealer,595000,78750,2010,Corolla,Gold,Petrol,Automatic,Bangalore,2,1
4954,D1435270,Dealer,935000,151110,2011,Innova,Gold,Diesel,Manual,Bangalore,1,6
4955,D1263216,Dealer,725000,100000,2006,Innova,Gold,Diesel,Manual,Bangalore,1,6
4956,D1477158,Dealer,1645000,45000,2015,Innova,Gold,Diesel,Manual,Bangalore,1,6
4957,D1437498,Dealer,590000,135000,2006,Innova,Gold,Diesel,Manual,Bangalore,3,6
4958,S975494,Individual,1225000,60000,2013,Innova,Silky Gold,Diesel,Manual,Bangalore,1,6
4959,S961764,Individual,725000,133000,2008,Innova,Gold,Diesel,Manual,Bangalore,2,6
4960,S960260,Individual,1100000,50000,2011,Innova,Champagen Gold,Diesel,Manual,Bangalore,1,6
4961,S982205,Individual,1100000,98000,2015,Innova,Silky Gold,Diesel,Manual,Bangalore,2,6
4964,D1470069,Dealer,600000,169000,2003,Qualis,Green,Diesel,Manual,Bangalore,2,6
4966,D1485866,Dealer,625000,200000,2004,Qualis,Green,Diesel,Manual,Bangalore,2,6
4967,D1484277,Dealer,1475000,60000,2013,Innova,Silver,Diesel,Manual,Bangalore,2,6
4968,D1385990,Dealer,545000,38711,2013,Etios Liva,Grey,Diesel,Manual,Bangalore,1,3
4969,D1456505,Dealer,3450000,19275,2016,Camry,Grey,Petrol,Automatic,Bangalore,1,1
4972,D1477463,Dealer,1250000,102113,2012,Innova,Grey,Diesel,Manual,Bangalore,1,6
4973,D1461881,Dealer,2000000,71000,2012,Fortuner,Grey,Diesel,Automatic,Bangalore,2,6
4974,D1454322,Dealer,1550000,96556,2014,Innova,Grey,Diesel,Manual,Bangalore,1,6
4975,D1485442,Dealer,455000,67000,2013,Etios Liva,Grey,Petrol,Manual,Bangalore,1,3
4976,D1485030,Dealer,1660000,41000,2015,Innova,Grey,Diesel,Manual,Bangalore,1,6
4977,D1479419,Dealer,1175000,85000,2010,Innova,Grey,Diesel,Manual,Bangalore,2,6
4978,D1485032,Dealer,2200000,70828,2013,Fortuner,Grey,Diesel,Manual,Bangalore,1,6
4979,D1464663,Dealer,1800000,133000,2012,Fortuner,Grey,Diesel,Manual,Bangalore,1,6
4980,D1442323,Dealer,1535000,96545,2014,Innova,Grey,Diesel,Manual,Bangalore,1,6
4981,D1435692,Dealer,900000,194000,2009,Innova,Grey,Diesel,Manual,Bangalore,2,6
4982,D1345119,Dealer,1475000,25000,2014,Innova,Grey,Diesel,Manual,Bangalore,1,6
4983,D1485793,Dealer,2199000,35000,2016,Innova,Grey,Diesel,Automatic,Bangalore,1,6
4984,D1298487,Dealer,2400000,17000,2014,Fortuner,Grey,Diesel,Manual,Bangalore,1,6
4985,D1274713,Dealer,1375000,50000,2014,Innova,Grey,Diesel,Manual,Bangalore,1,6
4986,D1437359,Dealer,1400000,95000,2013,Innova,Grey,Diesel,Manual,Bangalore,1,6
4987,D1242196,Dealer,1425000,85000,2014,Innova,Grey,Diesel,Manual,Bangalore,1,6
4988,D1318794,Dealer,1275000,75000,2012,Innova,Grey,Diesel,Manual,Bangalore,1,6
4989,D1480614,Dealer,1075000,140000,2012,Innova,Grey,Diesel,Manual,Bangalore,1,6
4990,D1483000,Dealer,1650000,42000,2015,Innova,Grey,Diesel,Manual,Bangalore,1,6
4991,D1475553,Dealer,1375000,180000,2010,Fortuner,Grey,Diesel,Manual,Bangalore,1,6
4997,D1471171,Dealer,1645000,42658,2015,Innova,Grey,Diesel,Manual,Bangalore,1,6
4998,D1426753,Dealer,1350000,98000,2010,Fortuner,Grey,Diesel,Manual,Bangalore,2,6
4999,D1455099,Dealer,2235000,70686,2013,Fortuner,Grey,Diesel,Manual,Bangalore,1,6
5000,D1463024,Dealer,1395000,98600,2015,Innova,Grey,Diesel,Manual,Bangalore,1,6
5001,D1482968,Dealer,960000,140000,2010,Innova,Grey,Diesel,Manual,Bangalore,2,6
5002,D1477594,Dealer,1275000,152000,2012,Innova,Grey,Diesel,Manual,Bangalore,1,6
5003,D1437271,Dealer,2300000,260000,2016,Innova,Grey,Diesel,Manual,Bangalore,1,6
5004,S980667,Individual,700000,174000,2007,Innova,Black Mica,Diesel,Manual,Bangalore,1,6
5005,D1486740,Dealer,1295000,126000,2012,Innova,Grey,Diesel,Manual,Bangalore,1,6
5006,D1467199,Dealer,245000,138147,2005,Corolla,Grey,Petrol,Manual,Bangalore,1,1
5007,D1452691,Dealer,1800000,133000,2012,Fortuner,Grey,Diesel,Manual,Bangalore,1,6
5008,S997189,Individual,600000,8500,2015,Etios,Classic Grey,Petrol,Manual,Bangalore,2,1
5009,S979639,Individual,420000,20000,2013,Etios,Grey,Petrol,Manual,Bangalore,2,1
5010,S981362,Individual,750000,20000,2016,Etios,Classic Grey,Diesel,Manual,Bangalore,1,1
5011,S988432,Individual,1700000,30187,2014,Corolla Altis,Champagne Mica Metallic,Diesel,Manual,Bangalore,1,1
5012,S984912,Individual,650000,85000,2008,Innova,Black Mica,Diesel,Manual,Bangalore,2,6
5013,S987695,Individual,800000,105000,2010,Innova,Champagne Mica Metallic,Diesel,Manual,Bangalore,2,6
5014,S992843,Individual,1140000,137000,2011,Innova,Champagne Mica Metallic,Diesel,Manual,Bangalore,2,6
5018,D1482194,Dealer,400000,40321,2011,Etios,Maroon,Petrol,Manual,Bangalore,1,1
5019,D1482881,Dealer,975000,130117,2010,Innova,Maroon,Diesel,Manual,Bangalore,1,6
5021,D1442992,Dealer,575000,40000,2013,Etios,Maroon,Diesel,Manual,Bangalore,1,1
5023,D1455794,Dealer,1049999,85000,2011,Innova,Maroon,Petrol,Manual,Bangalore,1,6
5024,D1459734,Dealer,825000,196000,2008,Innova,Maroon,Diesel,Manual,Bangalore,1,6
5025,D1480082,Dealer,1190000,76000,2011,Innova,Maroon,Diesel,Manual,Bangalore,2,6
5026,D1484194,Dealer,895000,153000,2009,Innova,Maroon,Diesel,Manual,Bangalore,2,6
5027,D1477131,Dealer,550000,83900,2008,Corolla Altis,Maroon,Petrol,Automatic,Bangalore,1,1
5028,S942624,Individual,1600000,2000,2016,Innova,Maroon,Diesel,Automatic,Bangalore,1,6
5029,D1463249,Dealer,1800000,33000,2016,Innova,Purple,Diesel,Manual,Bangalore,1,6
5031,D1483266,Dealer,2000000,35000,2016,Innova,Purple,Diesel,Manual,Bangalore,1,6
5032,D1463272,Dealer,1925000,35174,2016,Innova,Purple,Diesel,Manual,Bangalore,1,6
5033,D1435288,Dealer,535000,63268,2013,Etios Liva,Red,Diesel,Manual,Bangalore,1,3
5034,D1410567,Dealer,2200000,11000,2016,Innova,Red,Petrol,Automatic,Bangalore,1,6
5036,D1482071,Dealer,485000,98000,2012,Etios,Red,Diesel,Manual,Bangalore,1,1
5037,D1483335,Dealer,925000,90547,2009,Innova,Red,Petrol,Manual,Bangalore,2,6
5038,D1426032,Dealer,840000,143000,2008,Innova,Red,Diesel,Manual,Bangalore,1,6
5039,D1477468,Dealer,830000,144490,2008,Innova,Red,Diesel,Manual,Bangalore,2,6
5041,D1473143,Dealer,390000,31124,2011,Etios,Red,Diesel,Manual,Bangalore,2,1
5042,S997256,Individual,2200000,24000,2016,Innova,Garnet Red,Petrol,Manual,Bangalore,1,6
5043,S977399,Individual,2050000,34000,2016,Innova,Garnet Red,Diesel,Manual,Bangalore,1,6
5044,S981921,Individual,725000,114000,2007,Innova,Red,Diesel,Manual,Bangalore,1,6
5045,D1392768,Dealer,1600000,64099,2014,Innova,Silver,Diesel,Manual,Bangalore,1,6
5046,D1435274,Dealer,1065000,133025,2011,Innova,Silver,Diesel,Manual,Bangalore,2,6
5047,D1467857,Dealer,1375000,40000,2014,Innova,Silver,Diesel,Manual,Bangalore,1,6
5050,D1461597,Dealer,1235000,163683,2012,Innova,Silver,Diesel,Manual,Bangalore,3,6
5051,D1471456,Dealer,500000,6315,2013,Etios Liva,Silver,Petrol,Manual,Bangalore,1,3
5052,D1471263,Dealer,425000,44383,2011,Etios,Silver,Petrol,Manual,Bangalore,2,1
5053,D1463736,Dealer,400000,79286,2011,Etios,Silver,Petrol,Manual,Bangalore,1,1
5054,D1479857,Dealer,300000,85000,2006,Corolla,Silver,Petrol,Manual,Bangalore,1,1
5055,D1481563,Dealer,1549999,121000,2014,Innova,Silver,Diesel,Manual,Bangalore,1,6
5057,D1421014,Dealer,430000,74000,2003,Qualis,Silver,Diesel,Manual,Bangalore,2,6
5058,D1331050,Dealer,1500000,46000,2014,Innova,Silver,Diesel,Manual,Bangalore,1,6
5059,D1480121,Dealer,1350000,66000,2013,Innova,Silver,Diesel,Manual,Bangalore,2,6
5060,D1470091,Dealer,1550000,62711,2014,Innova,Silver,Diesel,Manual,Bangalore,1,6
5061,D1455816,Dealer,1999999,75000,2012,Fortuner,Silver,Diesel,Manual,Bangalore,1,6
5062,D1448949,Dealer,750000,120000,2007,Innova,Silver,Diesel,Manual,Bangalore,2,6
5063,D1445115,Dealer,1115000,78000,2012,Innova,Silver,Diesel,Manual,Bangalore,1,6
5064,D1435768,Dealer,1450000,119000,2013,Innova,Silver,Diesel,Manual,Bangalore,1,6
5065,D1441672,Dealer,1125000,144000,2011,Innova,Silver,Diesel,Manual,Bangalore,2,6
5066,D1441663,Dealer,965000,125000,2011,Innova,Silver,Diesel,Manual,Bangalore,1,6
5067,D1442917,Dealer,495000,139000,2007,Innova,Silver,Diesel,Manual,Bangalore,2,6
5068,D1449009,Dealer,1540000,62618,2014,Innova,Silver,Diesel,Manual,Bangalore,1,6
5073,D1437327,Dealer,1525000,32000,2015,Innova,Silver,Diesel,Manual,Bangalore,1,6
5074,D1298134,Dealer,375000,50000,2011,Etios,Silver,Petrol,Manual,Bangalore,1,1
5075,D1480593,Dealer,1190000,53305,2013,Innova,Silver,Diesel,Manual,Bangalore,1,6
5076,D1485293,Dealer,1275000,56000,2012,Innova,Silver,Diesel,Manual,Bangalore,1,6
5077,D1475440,Dealer,1349500,84000,2013,Innova,Silver,Diesel,Manual,Bangalore,1,6
5078,D1485292,Dealer,225000,115000,2003,Corolla,Silver,Petrol,Manual,Bangalore,3,1
5079,D1484270,Dealer,1550000,117000,2014,Innova,Silver,Diesel,Manual,Bangalore,1,6
5080,D1464641,Dealer,1450000,115000,2013,Innova,Silver,Diesel,Manual,Bangalore,1,6
5081,D1442833,Dealer,850000,160000,2008,Innova,Silver,Diesel,Manual,Bangalore,2,6
5082,D1482505,Dealer,1400000,119000,2013,Innova,Silver,Diesel,Manual,Bangalore,1,6
5083,D1480574,Dealer,825000,146000,2008,Innova,Silver,Diesel,Manual,Bangalore,1,6
5084,D1237929,Dealer,625000,60000,2013,Etios,Silver,Diesel,Manual,Bangalore,1,1
5085,D1465984,Dealer,730000,174676,2009,Innova,Silver,Diesel,Manual,Bangalore,1,6
5086,D1472711,Dealer,1350000,69000,2013,Innova,Silver,Diesel,Manual,Bangalore,1,6
5087,D1450687,Dealer,750000,112000,2008,Innova,Silver,Diesel,Manual,Bangalore,1,6
5088,D1460687,Dealer,824100,180000,2008,Innova,Silver,Diesel,Manual,Bangalore,2,6
5089,D1437715,Dealer,975000,115000,2010,Innova,Silver,Diesel,Manual,Bangalore,2,6
5090,D1485298,Dealer,795000,180000,2008,Innova,Silver,Diesel,Manual,Bangalore,2,6
5091,D1461338,Dealer,1100000,177000,2011,Innova,Silver,Diesel,Manual,Bangalore,2,6
5092,D1451821,Dealer,1350000,130000,2010,Fortuner,Silver,Diesel,Manual,Bangalore,1,6
5097,D1443839,Dealer,475000,80773,2004,Qualis,Silver,Diesel,Manual,Bangalore,1,6
5098,D1470023,Dealer,925000,92000,2011,Innova,Silver,Diesel,Manual,Bangalore,6,6
5099,D1486211,Dealer,745000,163000,2008,Innova,Silver,Diesel,Manual,Bangalore,2,6
5100,D1477591,Dealer,750000,120000,2007,Innova,Silver,Diesel,Manual,Bangalore,2,6
5101,S978181,Individual,625000,58000,2009,Corolla Altis,Silver,Petrol,Manual,Bangalore,1,1
5102,S977806,Individual,600000,90000,2015,Etios,Symphony Silver,Diesel,Manual,Bangalore,1,1
5103,S995576,Individual,1000000,80000,2013,Corolla Altis,Silver Mica Metallic,Diesel,Manual,Bangalore,1,1
5104,S965517,Individual,700000,160000,2006,Innova,Green Silver Gl,Petrol,Manual,Bangalore,2,6
5105,S979626,Individual,700000,160000,2010,Innova,Silver,Diesel,Manual,Bangalore,2,6
5106,D1471474,Dealer,1385000,77412,2013,Innova,Silver,Diesel,Manual,Bangalore,2,6
5107,D1471462,Dealer,1750000,10094,2016,Innova,Silver,Diesel,Manual,Bangalore,1,6
5108,D1483380,Dealer,550000,39203,2014,Etios,Silver,Petrol,Manual,Bangalore,1,1
5109,D1461599,Dealer,500000,75296,2007,Camry,Silver,Petrol,Automatic,Bangalore,3,1
5110,D1475713,Dealer,750000,112342,2008,Innova,Silver,Diesel,Manual,Bangalore,1,6
5111,D1269513,Dealer,1219000,115860,2012,Innova,Silver,Diesel,Manual,Bangalore,1,6
5112,D1466879,Dealer,1090000,117000,2012,Innova,Silver,Petrol,Manual,Bangalore,2,6
5113,D1466877,Dealer,1090000,117000,2012,Innova,Silver,Petrol,Manual,Bangalore,2,6
5114,S976301,Individual,530000,10000,2015,Etios Liva,Symphony Silver,Petrol,Manual,Bangalore,1,3
5115,S996319,Individual,425000,42000,2012,Etios,Serene Bluish Silver,Diesel,Manual,Bangalore,2,1
5116,S986885,Individual,700000,33000,2016,Etios,Symphony Silver,Diesel,Manual,Bangalore,1,1
5121,S970965,Individual,800000,57000,2016,Etios,Silver,Diesel,Manual,Bangalore,1,1
5122,S990424,Individual,1525000,70000,2014,Innova,Silver Mica Metalic,Diesel,Manual,Bangalore,1,6
5123,S983237,Individual,1250000,70000,2012,Innova,Silver Mica Metalic,Diesel,Manual,Bangalore,3,6
5124,S982543,Individual,940000,98000,2010,Innova,Silver Mica,Diesel,Manual,Bangalore,2,6
5125,S962330,Individual,1400000,99000,2012,Innova,Silver,Diesel,Manual,Bangalore,1,6
5126,S997663,Individual,1800000,79000,2015,Innova,Silver Mica Metallic,Diesel,Manual,Bangalore,1,6
5127,S987656,Individual,4000000,60000,2014,Commuter,Silver,Diesel,Manual,Bangalore,1,4
5128,S974439,Individual,850000,230000,2012,Innova,Silver,Petrol,Manual,Bangalore,1,6
5129,S978637,Individual,445000,290000,2007,Innova,Silver Metallic,Diesel,Manual,Bangalore,3,6
5130,S998657,Individual,458000,312600,2007,Innova,Silver Mica,Diesel,Manual,Bangalore,1,6
5131,D1477482,Dealer,365000,48173,2005,Corolla,White,Petrol,Manual,Bangalore,2,1
5132,D1417345,Dealer,520000,93750,2010,Corolla Altis,White,Petrol,Manual,Bangalore,1,1
5135,D1464401,Dealer,2350000,51000,2014,Fortuner,White,Diesel,Manual,Bangalore,1,6
5136,D1433544,Dealer,3300000,180000,2010,Prado,White,Diesel,Automatic,Bangalore,1,6
5137,D1470631,Dealer,350000,48141,2005,Corolla,White,Petrol,Manual,Bangalore,2,1
5138,D1471255,Dealer,465000,58821,2012,Etios,White,Petrol,Manual,Bangalore,1,1
5139,D1471239,Dealer,1750000,34308,2016,Corolla Altis,White,Petrol,Automatic,Bangalore,1,1
5140,D1471469,Dealer,650000,70009,2015,Etios Liva,White,Diesel,Manual,Bangalore,1,3
5141,D1471248,Dealer,450000,90707,2008,Corolla Altis,White,Petrol,Manual,Bangalore,2,1
5142,D1471447,Dealer,300000,123821,2008,Corolla,White,Petrol,Manual,Bangalore,1,1
5143,D1466731,Dealer,590000,13721,2015,Etios Liva,White,Diesel,Manual,Bangalore,1,3
5144,D1416207,Dealer,480000,42250,2011,Etios,White,Petrol,Manual,Bangalore,1,1
5145,D1457255,Dealer,450000,42000,2011,Etios,White,Petrol,Manual,Bangalore,1,1
5146,D1410089,Dealer,2049999,82000,2013,Fortuner,White,Diesel,Manual,Bangalore,1,6
5147,D1481551,Dealer,1549999,86000,2011,Fortuner,White,Diesel,Manual,Bangalore,1,6
5148,D1410132,Dealer,1549999,94000,2011,Fortuner,White,Diesel,Manual,Bangalore,1,6
5149,D1488123,Dealer,2450000,12000,2016,Innova,White,Diesel,Automatic,Bangalore,1,6
5150,D1485031,Dealer,1100000,110000,2012,Innova,White,Diesel,Manual,Bangalore,1,6
5151,D1455808,Dealer,375000,140000,2003,Qualis,White,Diesel,Manual,Bangalore,1,6
5152,D1440747,Dealer,2250000,34183,2013,Fortuner,White,Diesel,Automatic,Bangalore,1,6
5153,D1483173,Dealer,2415000,10000,2016,Innova,White,Diesel,Automatic,Bangalore,1,6
5154,D1426226,Dealer,2350000,84000,2013,Fortuner,White,Diesel,Automatic,Bangalore,1,6
5160,D1453847,Dealer,2445000,66000,2014,Fortuner,White,Diesel,Automatic,Bangalore,1,6
5161,D1374959,Dealer,1700000,112000,2015,Innova,White,Diesel,Manual,Bangalore,1,6
5162,D1442170,Dealer,1650000,110000,2015,Innova,White,Diesel,Manual,Bangalore,1,6
5163,D1431504,Dealer,425000,60000,2013,Etios Liva,White,Diesel,Manual,Bangalore,2,3
5164,D1488203,Dealer,2375000,20371,2016,Innova,White,Diesel,Automatic,Bangalore,1,6
5165,D1480558,Dealer,2350000,59195,2013,Fortuner,White,Diesel,Automatic,Bangalore,1,6
5166,D1484393,Dealer,1550000,75166,2012,Fortuner,White,Diesel,Manual,Bangalore,1,6
5167,D1259568,Dealer,2000000,40000,2013,Fortuner,White,Diesel,Automatic,Bangalore,1,6
